id_in_tp	bigg	metnetx	metacyc	kegg	seed	type	model
cpd00842_c0	['M_3hbcoa', '3hbcoa', '3hbycoa', 'M_3hbycoa']	MNXM446	S-3-HYDROXYBUTANOYL-COA	C01144	cpd00842	met	Lreu_seed
cpd00005_c0	['M_nadph', 'nadph']	MNXM6	NADPH	C00005	cpd00005	met	Lreu_seed
cpd00279_c0	['M_aacoa', 'aacoa']	MNXM133	ACETOACETYL-COA	C00332	cpd00279	met	Lreu_seed
cpd00179_c0	['M_malt', 'malt']	MNXM165	['MALTOSE', 'ALPHA-MALTOSE']	['G00275', 'C00897', 'D00044', 'C00208']	['cpd00665', 'cpd00179']	met	Lreu_seed
cpd00027_c0	['M_glc__D', 'glc__D']	MNXM41	D-Glucose	['D00009', 'C00031']	['cpd00027', 'cpd26821']	met	Lreu_seed
cpd03113_c0	['M_3hhdcoa', '3hhdcoa']	MNXM825	CPD0-2232	C05258	cpd03113	met	Lreu_seed
cpd03114_c0	['3ohdcoa', 'M_3ohdcoa']	MNXM738	3-OXOPALMITOYL-COA	C05259	cpd03114	met	Lreu_seed
cpd01140_c0		MNXM5324		C01623	cpd01140	met	Lreu_seed
cpd02807_c0		MNXM2794	APIGENIN-7-O-BETA-D-GLUCOSIDE	C04608	cpd02807	met	Lreu_seed
cpd02952_c0		MNXM5582	7-O-BETA-D-APIOFURANOSYL-12-BETA-D-GLU	C04858	cpd02952	met	Lreu_seed
cpd00010_c0	['M_coa', 'coa']	MNXM12	['CO-A', 'COA-GROUP']	C00010	['cpd00010', 'cpd22528']	met	Lreu_seed
cpd11466_c0		MNXM564	Myristoyl-ACPs	C05761	cpd11466	met	Lreu_seed
cpd01695_c0	['tdcoa', 'M_tdcoa']	MNXM224	TETRADECANOYL-COA	C02593	cpd01695	met	Lreu_seed
cpd11493_c0	['ACP', 'M_ACP']	MNXM925	ACP	C00229	cpd11493	met	Lreu_seed
cpd08739_c0		MNXM13081		C11942	cpd08739	met	Lreu_seed
cpd08740_c0		MNXM6454		C11943	cpd08740	met	Lreu_seed
cpd17042_c0		MNXM51417			cpd17042	met	Lreu_seed
cpd11640_c0	['M_h2', 'h2']	MNXM195	HYDROGEN-MOLECULE	C00282	cpd11640	met	Lreu_seed
cpd15560_c0	['M_q8', 'q8']	MNXM232	UBIQUINONE-8	C17569	cpd15560	met	Lreu_seed
cpd15561_c0	['M_q8h2', 'q8h2']	MNXM191	CPD-9956		['cpd29608', 'cpd15561']	met	Lreu_seed
cpd00068_c0	['M_itp', 'itp']	MNXM423	ITP	C00081	cpd00068	met	Lreu_seed
cpd00072_c0	['f6p', 'M_f6p']	MNXM155029	CPD-15709	C00085	cpd00072	met	Lreu_seed
cpd00090_c0	['idp', 'M_idp']	MNXM495	IDP	C00104	cpd00090	met	Lreu_seed
cpd00290_c0	['fdp', 'M_fdp']	MNXM417		C00354	cpd00290	met	Lreu_seed
cpd11492_c0	['M_malACP', 'malACP']	MNXM184	MALONYL-ACP	C01209	cpd11492	met	Lreu_seed
cpd11529_c0		MNXM10475			cpd11529	met	Lreu_seed
cpd15495_c0	['M_maltpt', 'maltpt']	MNXM61032	MALTOPENTAOSE	G00343	cpd15495	met	Lreu_seed
cpd01399_c0	['maltttr', 'M_maltttr']	MNXM5663	['CPD0-2595', 'CPD-13205', 'MALTOTETRAOSE']	['C02013', 'G00459']	['cpd01399', 'cpd01376']	met	Lreu_seed
cpd00246_c0	['ins', 'M_ins']	MNXM334	INOSINE	['D00054', 'C00294']	cpd00246	met	Lreu_seed
cpd00475_c0	['r1p', 'M_r1p']	MNXM295	RIBOSE-1P	C00620	cpd00475	met	Lreu_seed
cpd00024_c0	['akg', 'M_akg']	MNXM20	2-KETOGLUTARATE	C00026	cpd00024	met	Lreu_seed
cpd02685_c0	['n6all26d', 'M_n6all26d']	MNXM1759	CPD-1771	C04390	cpd02685	met	Lreu_seed
cpd03289_c0	['M_nal2a6o', 'nal2a6o', 'acamoxm', 'M_acamoxm']	MNXM1872	N-ACETYL-L-2-AMINO-6-OXO-PIMELATE	C05539	cpd03289	met	Lreu_seed
cpd11589_c0	['M_gly_asp__L', 'gly_asp__L']	MNXM55269			cpd11589	met	Lreu_seed
cpd00033_c0	['M_gly', 'gly']	MNXM29	GLY	['C00037', 'D00011']	cpd00033	met	Lreu_seed
cpd02519_c0		MNXM4606	GUANIDINOETHYL-METHYL-PHOSPHATE	C04071	cpd02519	met	Lreu_seed
cpd02744_c0		MNXM4675	N-PHOSPHOGUANIDINOETHYL-METHYL-PHOSPHAT	C04503	cpd02744	met	Lreu_seed
cpd00206_c0	['dcmp', 'M_dcmp']	MNXM266	DCMP	C00239	cpd00206	met	Lreu_seed
cpd02227_c0	['M_rhcys', 'rhcys']	MNXM1777	CPD-564	C03539	cpd02227	met	Lreu_seed
cpd00135_c0		MNXM123		C05330	['cpd00135', 'cpd19034']	met	Lreu_seed
cpd08636_c0	['dhptd', 'M_dhptd']	MNXM2449		C11838	cpd08636	met	Lreu_seed
cpd00070_c0	['malcoa', 'M_malcoa']	MNXM40	MALONYL-COA	C00083	cpd00070	met	Lreu_seed
cpd00022_c0	['M_accoa', 'accoa']	MNXM21	ACETYL-COA	C00024	cpd00022	met	Lreu_seed
cpd02375_c0		MNXM92089	ADENYLOSUCC		cpd02375	met	Lreu_seed
cpd00018_c0	['amp', 'M_amp']	MNXM14	AMP	['D02769', 'C00020']	cpd00018	met	Lreu_seed
cpd00106_c0	['fum', 'M_fum']	MNXM93	FUM	['C00122', 'D02308']	cpd00106	met	Lreu_seed
cpd00367_c0	['cytd', 'M_cytd']	MNXM338	CYTIDINE	['C00475', 'D07769']	cpd00367	met	Lreu_seed
cpd00052_c0	['M_ctp', 'ctp']	MNXM63	CTP	C00063	cpd00052	met	Lreu_seed
cpd02201_c0	['4ppan', 'M_4ppan']	MNXM415	4-P-PANTOTHENATE	C03492	cpd02201	met	Lreu_seed
cpd02666_c0	['4ppcys', 'M_4ppcys']	MNXM483	R-4-PHOSPHOPANTOTHENOYL-L-CYSTEINE	C04352	cpd02666	met	Lreu_seed
cpd02097_c0	['glu5p', 'M_glu5p']	MNXM1280	L-GLUTAMATE-5-P	C03287	cpd02097	met	Lreu_seed
cpd00201_c0	['10fthf', 'M_10fthf']	MNXM237	10-FORMYL-THF	C00234	cpd00201	met	Lreu_seed
cpd03524_c0		MNXM33047			cpd03524	met	Lreu_seed
cpd00654_c0	['M_dcyt', 'dcyt']	MNXM704	DEOXYCYTIDINE	C00881	cpd00654	met	Lreu_seed
cpd11503_c0		MNXM8195			cpd11503	met	Lreu_seed
cpd11504_c0		MNXM10448			cpd11504	met	Lreu_seed
cpd00199_c0	['M_sucsal', 'sucsal']	MNXM172	SUCC-S-ALD	C00232	cpd00199	met	Lreu_seed
cpd00036_c0	['succ', 'M_succ']	MNXM25	SUC	C00042	cpd00036	met	Lreu_seed
cpd02021_c0		MNXM91307			cpd02021	met	Lreu_seed
cpd02295_c0	['M_dhna', 'dhna']	MNXM552	DIHYDROXYNAPHTHOATE	C03657	cpd02295	met	Lreu_seed
cpd00259_c0	['M_xylu__D', 'xylu__D']	MNXM597	D-XYLULOSE	C00310	cpd00259	met	Lreu_seed
cpd00198_c0	['xu5p__D', 'M_xu5p__D']	MNXM186	XYLULOSE-5-PHOSPHATE	C00231	cpd00198	met	Lreu_seed
cpd00101_c0		MNXM116	['RIBOSE-5P', 'CPD-15317']	C00117	cpd00101	met	Lreu_seed
cpd00847_c0		MNXM881	RIBOSE-15-BISPHOSPHATE		cpd00847	met	Lreu_seed
cpd15317_c0		MNXM147671			cpd15317	met	Lreu_seed
cpd00908_c0		MNXM55315			cpd00908	met	Lreu_seed
cpd15237_c0		MNXM900			cpd15237	met	Lreu_seed
cpd11576_e0	['M_metox__R', 'metox__R']	MNXM8825			cpd11576	met	Lreu_seed
cpd11576_c0	['metox__R', 'M_metox__R']	MNXM8825			cpd11576	met	Lreu_seed
cpd15752_c0		MNXM5794			cpd15752	met	Lreu_seed
cpd15761_c0		MNXM8771			cpd15761	met	Lreu_seed
cpd00062_c0	['M_utp', 'utp']	MNXM121	UTP	C00075	cpd00062	met	Lreu_seed
cpd00805_c0	['M_tag6p__D', 'tag6p__D']	MNXM795	TAGATOSE-6-PHOSPHATE	C01097	cpd00805	met	Lreu_seed
cpd02371_c0	['tagdp__D', 'M_tagdp__D']	MNXM1324	TAGATOSE-1-6-DIPHOSPHATE	C03785	['cpd29681', 'cpd16800', 'cpd02371']	met	Lreu_seed
cpd04097_c0		MNXM19009			cpd04097	met	Lreu_seed
cpd04097_e0		MNXM19009			cpd04097	met	Lreu_seed
cpd02961_c0	['M_dhnpt', 'dhnpt', 'M_HC01361', 'HC01361']	MNXM162359	DIHYDRO-NEO-PTERIN	C04874	cpd02961	met	Lreu_seed
cpd00229_c0	['gcald', 'M_gcald']	MNXM349	GLYCOLALDEHYDE	C00266	cpd00229	met	Lreu_seed
cpd00954_c0	['6hmhpt', 'M_6hmhpt']	MNXM937	AMINO-OH-HYDROXYMETHYL-DIHYDROPTERIDINE	C01300	['cpd29670', 'cpd00954']	met	Lreu_seed
cpd00808_c0	['M_ru5p__L', 'ru5p__L']	MNXM901	L-RIBULOSE-5-P	C01101	cpd00808	met	Lreu_seed
cpd11540_c0		MNXM6644			cpd11540	met	Lreu_seed
cpd11541_c0		MNXM9707			cpd11541	met	Lreu_seed
cpd03246_c0	['M_tdchola', 'tdchola']	MNXM1779	CPD-7283	C05465	cpd03246	met	Lreu_seed
cpd00210_c0	['taur', 'M_taur']	MNXM282	TAURINE	['D00047', 'C00245']	cpd00210	met	Lreu_seed
cpd01663_c0	['C02528', 'M_C02528']	MNXM1183	CPD-15189	['C02528', 'D00163']	cpd01663	met	Lreu_seed
cpd00080_c0	['glyc3p', 'M_glyc3p']	MNXM66	GLYCEROL-3P	C00093	cpd00080	met	Lreu_seed
cpd15686_c0		MNXM8381			cpd15686	met	Lreu_seed
cpd15719_c0		MNXM11396			cpd15719	met	Lreu_seed
cpd15682_c0		MNXM6581			cpd15682	met	Lreu_seed
cpd15688_c0		MNXM8380			cpd15688	met	Lreu_seed
cpd00112_c0	['M_cmpacna', 'cmpacna']	MNXM141	CMP-N-ACETYL-NEURAMINATE	['C00128', 'G10616']	cpd00112	met	Lreu_seed
cpd03658_c0	['gt1a_cho', 'M_gt1a_cho']	MNXM5618	Ganglioside-GT1a	['C06138', 'G00112']	cpd03658	met	Lreu_seed
cpd03659_c0		MNXM3909	Ganglioside-GQ1b	['C06139', 'G00117']	cpd03659	met	Lreu_seed
cpd11543_c0		MNXM8027			cpd11543	met	Lreu_seed
cpd11544_c0		MNXM8026			cpd11544	met	Lreu_seed
cpd00171_c0	['ru5p__D', 'M_ru5p__D']	MNXM145	RIBULOSE-5P	C00199	cpd00171	met	Lreu_seed
cpd00047_c0	['M_for', 'for']	MNXM39	FORMATE	C00058	cpd00047	met	Lreu_seed
cpd11225_c0	['db4p', 'M_db4p']	MNXM2323	DIHYDROXY-BUTANONE-P	C15556	cpd11225	met	Lreu_seed
cpd11536_c0		MNXM8010			cpd11536	met	Lreu_seed
cpd11537_c0		MNXM9695			cpd11537	met	Lreu_seed
cpd02465_c0		MNXM480	DELTA1-PIPERIDEINE-2-6-DICARBOXYLATE		cpd02465	met	Lreu_seed
cpd11421_c0	['trdrd', 'M_trdrd']	MNXM96993	Red-Thioredoxin	C00342	['cpd11421', 'cpd28060']	met	Lreu_seed
cpd11420_c0	['M_trdox', 'trdox']	MNXM148	Ox-Thioredoxin	C00343	['cpd11420', 'cpd27735', 'cpd29682']	met	Lreu_seed
cpd00585_c0	['creat', 'M_creat']	MNXM1470	CREATININE	['C00791', 'D03600']	cpd00585	met	Lreu_seed
cpd00013_c0	['M_nh4', 'nh3', 'M_nh3', 'nh4']	MNXM15	['AMMONIA', 'AMMONIUM']	['C01342', 'D02916', 'C00014']	['cpd00013', 'cpd19013']	met	Lreu_seed
cpd01679_c0		MNXM1762	N-METHYLHYDANTOIN	C02565	cpd01679	met	Lreu_seed
cpd00033_e0	['gly', 'M_gly']	MNXM29	GLY	['C00037', 'D00011']	cpd00033	met	Lreu_seed
cpd01647_c0	['M_pad', 'pad']	MNXM2073	CPD-238	C02505	cpd01647	met	Lreu_seed
cpd00430_c0		MNXM722732			cpd00430	met	Lreu_seed
cpd00208_c0	['lcts', 'M_lcts']	MNXM362	CPD-15972	['G10504', 'C00243', 'D00046']	cpd00208	met	Lreu_seed
cpd00147_c0	['5mta', 'M_5mta']	MNXM150	5-METHYLTHIOADENOSINE	C00170	cpd00147	met	Lreu_seed
cpd00128_c0	['ade', 'M_ade']	MNXM168	['ADENINE', 'ADENINE-RING']	['D00034', 'C00147']	['cpd22238', 'cpd00128']	met	Lreu_seed
cpd01981_c0	['5mtr', 'M_5mtr']	MNXM722742		C03089	cpd01981	met	Lreu_seed
cpd00054_c0	['M_ser__L', 'ser__L']	MNXM53	['SER', 'Serines']	['D00016', 'C00716', 'C00065']	['cpd00054', 'cpd30743']	met	Lreu_seed
cpd12232_c0		MNXM96971		C01329	cpd12232	met	Lreu_seed
cpd00354_c0		MNXM96055	Nucleoside-Diphosphates	C00454	cpd00354	met	Lreu_seed
cpd00162_c0	['etha', 'M_etha']	MNXM218	ETHANOL-AMINE	['D05074', 'C00189']	cpd00162	met	Lreu_seed
cpd00071_c0	['acald', 'M_acald']	MNXM75	ACETALD	C00084	cpd00071	met	Lreu_seed
cpd00519_c0	['M_mmcoa__S', 'mmcoa__S']	MNXM89955	D-METHYL-MALONYL-COA	C00683	['cpd00519', 'cpd29701']	met	Lreu_seed
cpd00086_c0	['ppcoa', 'M_ppcoa']	MNXM86	PROPIONYL-COA	C00100	cpd00086	met	Lreu_seed
cpd04393_c0		MNXM35134		C07123	cpd04393	met	Lreu_seed
cpd00141_c0		MNXM356	PROPIONATE	['C00163', 'D02310']	cpd00141	met	Lreu_seed
cpd00461_c0		MNXM9829	CPD-6761	C00596	cpd00461	met	Lreu_seed
cpd00236_c0	['M_e4p', 'e4p']	MNXM258	ERYTHROSE-4P	C00279	cpd00236	met	Lreu_seed
cpd02147_c0	['M_4per', '4per']	MNXM1407	ERYTHRONATE-4P	C03393	cpd02147	met	Lreu_seed
cpd00810_c0	['orot5p', 'M_orot5p']	MNXM519	OROTIDINE-5-PHOSPHATE	C01103	cpd00810	met	Lreu_seed
cpd00091_c0	['ump', 'M_ump']	MNXM80	UMP	C00105	cpd00091	met	Lreu_seed
cpd00117_c0	['M_ala__D', 'ala__D']	MNXM156	D-ALANINE	C00133	cpd00117	met	Lreu_seed
cpd15747_c0		MNXM5827			cpd15747	met	Lreu_seed
cpd15774_c0		MNXM8892			cpd15774	met	Lreu_seed
cpd00258_c0	['rbl__D', 'M_rbl__D']	MNXM41271	D-RIBULOSE	C00309	cpd00258	met	Lreu_seed
cpd02654_c0	['M_4mpetz', '4mpetz']	MNXM960	THZ-P	C04327	cpd02654	met	Lreu_seed
cpd02894_c0	['M_2mahmp', '2mahmp']	MNXM1135	AMINO-HYDROXYMETHYL-METHYLPYRIMIDINE-PP	C04752	cpd02894	met	Lreu_seed
cpd00793_c0	['M_thmmp', 'thmmp']	MNXM662	THIAMINE-P	C01081	cpd00793	met	Lreu_seed
cpd00064_c0	['orn', 'M_orn', 'orn__L', 'M_orn__L']	MNXM89689	L-ORNITHINE	['C00077', 'C01602', 'D08302']	['cpd19016', 'cpd00064']	met	Lreu_seed
cpd00118_c0	['M_ptrc', 'ptrc']	MNXM118	PUTRESCINE	C00134	cpd00118	met	Lreu_seed
cpd15350_c0	['M_2ddecg3p', '2ddecg3p']	MNXM5461			cpd15350	met	Lreu_seed
cpd01741_c0		MNXM402	DODECANOATE	['C02679', 'D10714']	cpd01741	met	Lreu_seed
cpd00424_c0		MNXM7231		C00542	cpd00424	met	Lreu_seed
cpd00115_c0	['M_datp', 'datp']	MNXM286	DATP	C00131	cpd00115	met	Lreu_seed
cpd00249_c0	['uri', 'M_uri']	MNXM288	URIDINE	C00299	cpd00249	met	Lreu_seed
cpd00177_c0	['M_dadp', 'dadp']	MNXM374	DADP	C00206	cpd00177	met	Lreu_seed
cpd15308_c0		MNXM147350			cpd15308	met	Lreu_seed
cpd15523_c0	['pa141', 'M_pa141']	MNXM90512			cpd15523	met	Lreu_seed
cpd00307_c0	['csn', 'M_csn']	MNXM761	CYTOSINE	C00380	cpd00307	met	Lreu_seed
cpd00092_c0	['ura', 'M_ura']	MNXM158	URACIL	['C00106', 'D00027']	cpd00092	met	Lreu_seed
cpd01030_e0	['salcn', 'M_salcn']	MNXM2561	CPD-1142	C01451	cpd01030	met	Lreu_seed
cpd03698_c0	['salcn6p', 'M_salcn6p']	MNXM3356	CPD-1181	C06188	cpd03698	met	Lreu_seed
cpd15702_c0		MNXM7956			cpd15702	met	Lreu_seed
cpd15678_c0		MNXM6573			cpd15678	met	Lreu_seed
cpd11573_c0		MNXM7607			cpd11573	met	Lreu_seed
cpd00327_c0	['stcoa', 'strcoa', 'M_strcoa', 'M_stcoa']	MNXM272	STEAROYL-COA	C00412	cpd00327	met	Lreu_seed
cpd11437_c0		MNXM5744			cpd11437	met	Lreu_seed
cpd02210_c0	['M_3ig3p', '3ig3p']	MNXM866	INDOLE-3-GLYCEROL-P	C03506	['cpd29667', 'cpd02210']	met	Lreu_seed
cpd00102_c0	['g3p', 'M_g3p']	MNXM74	GAP	['C00118', 'C00661']	['cpd19005', 'cpd00102']	met	Lreu_seed
cpd00359_c0	['M_indole', 'indole']	MNXM377	INDOLE	C00463	cpd00359	met	Lreu_seed
cpd15325_c0	['1ddecg3p', 'M_1ddecg3p']	MNXM4232	CPD0-2200		cpd15325	met	Lreu_seed
cpd12225_c0	['M_dhlpro', 'dhlpro']	MNXM1663		C02972	cpd12225	met	Lreu_seed
cpd12005_c0	['M_lpro', 'lpro']	MNXM998		C02051	['cpd27417', 'cpd12005']	met	Lreu_seed
cpd15605_c0	['glyphe', 'M_gly_phe__L', 'M_glyphe', 'gly_phe__L']	MNXM8669			cpd15605	met	Lreu_seed
cpd00066_c0	['M_phe__L', 'phe__L']	MNXM97	PHE	['C00079', 'C02057', 'D00021']	['cpd00066', 'cpd01400']	met	Lreu_seed
cpd01977_c0	['4pasp', 'M_4pasp']	MNXM1177	L-BETA-ASPARTYL-P	C03082	cpd01977	met	Lreu_seed
cpd15422_c0	['M_cdpdtdec7eg', 'cdpdtdec7eg']	MNXM4511			cpd15422	met	Lreu_seed
cpd00007_c0	['o2', 'M_o2']	MNXM4	OXYGEN-MOLECULE	['C00007', 'D00003']	cpd00007	met	Lreu_seed
cpd00493_c0	['M_pyam5p', 'pyam5p']	MNXM366	PYRIDOXAMINE-5P	C00647	cpd00493	met	Lreu_seed
cpd00016_c0	['pydx5p', 'M_pydx5p']	MNXM161	PYRIDOXAL_PHOSPHATE	C00018	cpd00016	met	Lreu_seed
cpd00025_c0	['M_h2o2', 'h2o2']	MNXM22	HYDROGEN-PEROXIDE	['C00027', 'D00008']	cpd00025	met	Lreu_seed
cpd15357_c0	['M_2odec11eg3p', '2odec11eg3p']	MNXM5480			cpd15357	met	Lreu_seed
cpd15269_c0		MNXM65309			cpd15269	met	Lreu_seed
cpd11502_c0		MNXM8197			cpd11502	met	Lreu_seed
cpd11464_c0		MNXM2645	Butanoyl-ACPs	C05745	cpd11464	met	Lreu_seed
cpd11486_c0	['3ohexACP', 'M_3ohexACP']	MNXM25602	3-oxo-hexanoyl-ACPs	C05746	cpd11486	met	Lreu_seed
cpd15045_c0		MNXM5873		C16329	cpd15045	met	Lreu_seed
cpd15046_c0		MNXM5874		C16330	cpd15046	met	Lreu_seed
cpd00017_c0	['M_amet', 'amet']	MNXM16	S-ADENOSYLMETHIONINE	C00019	cpd00017	met	Lreu_seed
cpd00019_c0	['M_ahcys', 'ahcys']	MNXM19	ADENOSYL-HOMO-CYS	C00021	cpd00019	met	Lreu_seed
cpd00060_c0	['M_met__L', 'met__L']	MNXM61	MET	['D00019', 'C01733', 'D04983', 'C00073']	['cpd00060', 'cpd30746']	met	Lreu_seed
cpd03124_c0		MNXM553	HEXANOYL-COA	C05270	cpd03124	met	Lreu_seed
cpd03121_c0	['M_3oocoa', '3oocoa']	MNXM706	CPD0-2106	C05267	cpd03121	met	Lreu_seed
cpd01012_c0		MNXM4505	CD+2		cpd01012	met	Lreu_seed
cpd01012_e0		MNXM4505	CD+2		cpd01012	met	Lreu_seed
cpd03333_c0		MNXM2283	SINAPALDEHYDE	C05610	cpd03333	met	Lreu_seed
cpd00373_c0		MNXM1120	SINAPATE	C00482	cpd00373	met	Lreu_seed
cpd00268_c0	['M_tsul', 'tsul', 'HC01501', 'M_HC01501']	MNXM323	S2O3	['C00320', 'C05529']	cpd00268	met	Lreu_seed
cpd00722_c0	['M_acser', 'acser']	MNXM418	ACETYLSERINE	C00979	cpd00722	met	Lreu_seed
cpd00029_c0	['ac', 'M_ac']	MNXM26	ACET	['C00033', 'D00010']	cpd00029	met	Lreu_seed
cpd00081_c0	['so3', 'M_so3']	MNXM105630	['SO3', 'HSO3', 'H2SO3']	['C11481', 'C00094']	cpd00081	met	Lreu_seed
