id_in_tp	bigg	metnetx	metacyc	kegg	seed	type	model
cpd00550_e0	['ser__D', 'M_ser__D']	MNXM694	D-SERINE	C00740	cpd00550	met	Lreu_seed
cpd00550_c0	['M_ser__D', 'ser__D']	MNXM694	D-SERINE	C00740	cpd00550	met	Lreu_seed
cpd15603_c0	['M_gly_cys__L', 'gly_cys__L']	MNXM8666			cpd15603	met	Lreu_seed
cpd15330_c0	['1tdec7eg3p', 'M_1tdec7eg3p']	MNXM91053			cpd15330	met	Lreu_seed
cpd15298_c0		MNXM83847			cpd15298	met	Lreu_seed
cpd04049_c0		MNXM31012		C06645	cpd04049	met	Lreu_seed
cpd04050_c0		MNXM4963		C06646	cpd04050	met	Lreu_seed
cpd08208_c0		MNXM8064		C11353	cpd08208	met	Lreu_seed
cpd03078_c0	['M_selnp', 'selnp']	MNXM1339	SEPO3	C05172	cpd03078	met	Lreu_seed
cpd15565_c0	['sertrna_sec', 'M_sertrna_sec']	MNXM90476		C06481	cpd15565	met	Lreu_seed
cpd15563_c0	['M_sectrna', 'sectrna']	MNXM91632		C06482	cpd15563	met	Lreu_seed
cpd01765_c0		MNXM4737	N-METHYLHEXANAMIDE	C02722	cpd01765	met	Lreu_seed
cpd00187_c0	['M_mma', 'mma']	MNXM255	METHYLAMINE	C00218	cpd00187	met	Lreu_seed
cpd01113_c0	['M_hxa', 'hxa']	MNXM1653	HEXANOATE	C01585	cpd01113	met	Lreu_seed
cpd15521_c0	['pa120', 'M_pa120']	MNXM90509			cpd15521	met	Lreu_seed
cpd15417_c0	['M_cdpdddecg', 'cdpdddecg']	MNXM4507			cpd15417	met	Lreu_seed
cpd15354_c0	['2hdec9eg3p', 'M_2hdec9eg3p']	MNXM5464			cpd15354	met	Lreu_seed
cpd00449_c0	['M_dhlam', 'dhlam']	MNXM1277	DIHYDROLIPOAMIDE	C00579	cpd00449	met	Lreu_seed
cpd11480_c0	['3hddecACP', 'M_3hddecACP']	MNXM27066		C05757	cpd11480	met	Lreu_seed
cpd00054_e0	['ser__L', 'M_ser__L']	MNXM53	['Serines', 'SER']	['C00065', 'C00716', 'D00016']	['cpd30743', 'cpd00054']	met	Lreu_seed
cpd00190_c0		MNXM105	GLC	C00221	cpd00190	met	Lreu_seed
cpd11525_c0		MNXM10423			cpd11525	met	Lreu_seed
cpd11526_c0		MNXM10422			cpd11526	met	Lreu_seed
cpd09802_c0		MNXM4972		C14099	cpd09802	met	Lreu_seed
cpd09804_c0		MNXM4298	CPD-15898	C14101	cpd09804	met	Lreu_seed
cpd00862_c0		MNXM2970	Alpha-Hexose-1-Phosphates	C01171	['cpd00862', 'cpd22360']	met	Lreu_seed
cpd02340_c0		MNXM10656		C03735	cpd02340	met	Lreu_seed
cpd08279_c0		MNXM6614		C11427	cpd08279	met	Lreu_seed
cpd02045_c0		MNXM1129	HYDROXYNAPHTHOATE	C03203	cpd02045	met	Lreu_seed
cpd00939_c0	['4ahmmp', 'M_4ahmmp']	MNXM874	HMP	C01279	cpd00939	met	Lreu_seed
cpd02775_c0	['4ampm', 'M_4ampm']	MNXM790	AMINO-HYDROXYMETHYL-METHYL-PYR-P	C04556	cpd02775	met	Lreu_seed
cpd00154_e0		MNXM113989		C01394	cpd00154	met	Lreu_seed
cpd02074_c0	['6a2ohxnt', 'M_6a2ohxnt']	MNXM916	2-KETO-6-AMINO-CAPROATE	C03239	cpd02074	met	Lreu_seed
cpd00922_c0	['M_1pipdn2c', '1pipdn2c']	MNXM911	DELTA1-PIPERIDEINE-2-CARBOXYLATE	C04092	cpd00922	met	Lreu_seed
cpd00055_c0	['M_fald', 'fald']	MNXM56	FORMALDEHYDE	['C00067', 'D00017']	cpd00055	met	Lreu_seed
cpd04105_c0		MNXM590	CPD1G-2	['G11174', 'C06717']	cpd04105	met	Lreu_seed
cpd04106_c0		MNXM1854	CPD1G-121	C06718	cpd04106	met	Lreu_seed
cpd01441_c0	['acmalt', 'M_acmalt']	MNXM3135	CPD-18529	['G10592', 'C02130']	cpd01441	met	Lreu_seed
cpd11587_c0	['M_ala_L_gln__L', 'ala_L_gln__L']	MNXM40495	CPD-13403		cpd11587	met	Lreu_seed
cpd15751_c0		MNXM5797			cpd15751	met	Lreu_seed
cpd15778_c0		MNXM8775			cpd15778	met	Lreu_seed
cpd00281_c0	['4abut', 'M_4abut']	MNXM192	4-AMINO-BUTYRATE	['D00058', 'C00334']	cpd00281	met	Lreu_seed
cpd00355_c0	['M_nmn', 'nmn']	MNXM355	NICOTINAMIDE_NUCLEOTIDE	C00455	cpd00355	met	Lreu_seed
cpd02016_c0	['M_rnam', 'rnam']	MNXM1115	NICOTINAMIDE_RIBOSE	C03150	cpd02016	met	Lreu_seed
cpd11583_c0	['CE5866', 'M_ala_L_leu__L', 'ala_L_leu__L', 'M_CE5866']	MNXM15786	CPD-13398		cpd11583	met	Lreu_seed
cpd00637_e0	['M_met__D', 'met__D']	MNXM1275	CPD-218	C00855	cpd00637	met	Lreu_seed
cpd00637_c0	['M_met__D', 'met__D']	MNXM1275	CPD-218	C00855	cpd00637	met	Lreu_seed
cpd00358_c0	['dutp', 'M_dutp']	MNXM452	DUTP	C00460	cpd00358	met	Lreu_seed
cpd00978_c0	['dudp', 'M_dudp']	MNXM572	DUDP	C01346	cpd00978	met	Lreu_seed
cpd04015_c0		MNXM150873		C06611	cpd04015	met	Lreu_seed
cpd04017_c0		MNXM5312		C06613	['cpd30045', 'cpd04017']	met	Lreu_seed
cpd02414_c0		MNXM1873	L-ALPHA-AMINO-EPSILON-KETO-PIMELATE	C03871	cpd02414	met	Lreu_seed
cpd02197_c0	['M_5fthf', '5fthf']	MNXM1392	5-FORMYL-THF	['C03479', 'D07986']	cpd02197	met	Lreu_seed
cpd00770_c0	['Nforglu', 'M_Nforglu']	MNXM1287	CPD-600	C01045	['cpd00770', 'cpd24605']	met	Lreu_seed
cpd03231_c0		MNXM560		C05448	cpd03231	met	Lreu_seed
cpd03232_c0		MNXM3173		C05449	cpd03232	met	Lreu_seed
cpd11532_c0		MNXM8225			cpd11532	met	Lreu_seed
cpd11533_c0		MNXM9671			cpd11533	met	Lreu_seed
cpd11592_c0	['gly_glu__L', 'M_gly_glu__L']	MNXM8667			cpd11592	met	Lreu_seed
cpd02484_c0	['mi3p__D', 'M_mi3p__D']	MNXM540	1-L-MYO-INOSITOL-1-P	C04006	cpd02484	met	Lreu_seed
cpd11679_c0		MNXM1502	Secondary-Alcohols	C01612	['cpd11901', 'cpd11679']	met	Lreu_seed
cpd11733_c0		MNXM839	LONG-CHAIN-KETONE	C01450	['cpd11872', 'cpd11733']	met	Lreu_seed
cpd15756_c0		MNXM8893			cpd15756	met	Lreu_seed
cpd09793_c0		MNXM6043	CPD-7614	C14090	cpd09793	met	Lreu_seed
cpd09794_c0		MNXM6044	CPD-7615	C14091	cpd09794	met	Lreu_seed
cpd00859_c0		MNXM2276	PSEUDOURIDINE-5-P	C01168	cpd00859	met	Lreu_seed
cpd00122_e0	['M_acgam', 'acgam']	MNXM143	N-acetyl-D-glucosamine	C00140	['cpd00122', 'cpd27608']	met	Lreu_seed
cpd04016_c0		MNXM5676		C06612	cpd04016	met	Lreu_seed
cpd15064_c0		MNXM6216		C16348	cpd15064	met	Lreu_seed
cpd02731_c0	['M_hkndd', 'hkndd']	MNXM1693	CPD-157	C04479	cpd02731	met	Lreu_seed
cpd00868_c0	['M_34hpp', '34hpp']	MNXM153	P-HYDROXY-PHENYLPYRUVATE	C01179	cpd00868	met	Lreu_seed
cpd11465_c0	['but2eACP', 'M_but2eACP']	MNXM3229		C04246	cpd11465	met	Lreu_seed
cpd15314_c0		MNXM6598			cpd15314	met	Lreu_seed
cpd17041_c0		MNXM78334			cpd17041	met	Lreu_seed
cpd02708_c0		MNXM3397	Z-2-METHYL-5-ISOPROPYLHEXA-25-DIENAL	C04435	cpd02708	met	Lreu_seed
cpd08741_c0		MNXM6214		C11944	cpd08741	met	Lreu_seed
cpd11566_c0		MNXM9701			cpd11566	met	Lreu_seed
cpd11567_c0		MNXM9699			cpd11567	met	Lreu_seed
cpd16401_c0		MNXM6882		C16595	cpd16401	met	Lreu_seed
cpd16402_c0		MNXM6125		C16596	cpd16402	met	Lreu_seed
cpd03696_e0	['arbt', 'M_arbt']	MNXM2683	HYDROQUINONE-O-BETA-D-GLUCOPYRANOSIDE	C06186	cpd03696	met	Lreu_seed
cpd03697_c0	['arbt6p', 'M_arbt6p']	MNXM2806	CPD-1162	C06187	cpd03697	met	Lreu_seed
cpd00295_c0	['dgdp', 'M_dgdp']	MNXM436	DGDP	C00361	cpd00295	met	Lreu_seed
cpd00207_c0	['gua', 'M_gua']	MNXM259	GUANINE	C00242	cpd00207	met	Lreu_seed
cpd00298_c0	['dtmp', 'M_dtmp']	MNXM257	TMP	C00364	cpd00298	met	Lreu_seed
cpd00184_c0	['M_thymd', 'thymd']	MNXM420	THYMIDINE	C00214	cpd00184	met	Lreu_seed
cpd01047_c0		MNXM879	CPD-431	C01477	cpd01047	met	Lreu_seed
cpd01043_c0		MNXM114600	CPD-1095	C01470	cpd01043	met	Lreu_seed
cpd11500_c0		MNXM10370			cpd11500	met	Lreu_seed
cpd11501_c0		MNXM10368			cpd11501	met	Lreu_seed
cpd00309_e0	['xan', 'M_xan']	MNXM174	XANTHINE	C00385	cpd00309	met	Lreu_seed
cpd01221_c0		MNXM1967	CPD-255	C01769	cpd01221	met	Lreu_seed
cpd00769_c0		MNXM2407	CPD-583	C01044	cpd00769	met	Lreu_seed
cpd15348_c0		MNXM146501			cpd15348	met	Lreu_seed
cpd15320_c0		MNXM147677			cpd15320	met	Lreu_seed
cpd11482_c0	['3hdecACP', 'M_3hdecACP']	MNXM7127	Beta-hydroxydecanoyl-ACPs	C04619	cpd11482	met	Lreu_seed
cpd11487_c0	['3odecACP', 'M_3odecACP']	MNXM26616	3-oxo-decanoyl-ACPs	C05753	cpd11487	met	Lreu_seed
cpd00082_c0	['M_fru', 'fru']	MNXM1380	['CPD-15382', 'D-Fructopyranose', 'FRU']	['C00095', 'D00114', 'C01496', 'C05003', 'C10906']	['cpd00082', 'cpd19015', 'cpd27040']	met	Lreu_seed
cpd11565_c0		MNXM6637			cpd11565	met	Lreu_seed
cpd00220_e0	['ribflv', 'M_ribflv']	MNXM270	RIBOFLAVIN	['D00050', 'C00255']	cpd00220	met	Lreu_seed
cpd15525_c0	['pa161', 'M_pa161']	MNXM90510			cpd15525	met	Lreu_seed
cpd15418_c0	['M_cdpdhdec9eg', 'cdpdhdec9eg']	MNXM4508			cpd15418	met	Lreu_seed
cpd03657_c0		MNXM2977		['C06136', 'G00124']	cpd03657	met	Lreu_seed
cpd03656_c0	['ga2_cho', 'M_ga2_cho']	MNXM63441		['C06135', 'G00123']	cpd03656	met	Lreu_seed
cpd15681_c0		MNXM6574			cpd15681	met	Lreu_seed
cpd11479_c0	['3hhexACP', 'M_3hhexACP']	MNXM25370		C05747	cpd11479	met	Lreu_seed
cpd00328_c0	['M_Stmyn', 'Stmyn']	MNXM1091	STREPTOMYCIN	['D08531', 'C00413']	cpd00328	met	Lreu_seed
cpd00838_c0		MNXM2286	CPD-529	C01138	cpd00838	met	Lreu_seed
cpd00180_c0	['M_oxa', 'oxa']	MNXM291	OXALATE	C00209	cpd00180	met	Lreu_seed
cpd00262_c0	['oxalcoa', 'M_oxalcoa']	MNXM618	OXALYL-COA	C00313	cpd00262	met	Lreu_seed
cpd00065_c0	['trp__L', 'M_trp__L']	MNXM94	TRP	['C00078', 'C00806', 'D00020']	['cpd19007', 'cpd00065']	met	Lreu_seed
cpd02893_c0	['5aizc', 'M_5aizc']	MNXM507	PHOSPHORIBOSYL-CARBOXY-AMINOIMIDAZOLE	C04751	cpd02893	met	Lreu_seed
cpd02921_c0		MNXM32478			cpd02921	met	Lreu_seed
cpd00350_c0	['M_frdp', 'frdp']	MNXM34	FARNESYL-PP	C00448	cpd00350	met	Lreu_seed
cpd08211_c0		MNXM2473	CPD0-1028	C11356	cpd08211	met	Lreu_seed
cpd11512_c0		MNXM9684			cpd11512	met	Lreu_seed
cpd11513_c0		MNXM9682			cpd11513	met	Lreu_seed
cpd00176_c0	['2ddglcn', 'M_2ddglcn']	MNXM440	2-DEHYDRO-3-DEOXY-D-GLUCONATE	C00204	cpd00176	met	Lreu_seed
cpd02711_c0	['M_2ddg6p', '2ddg6p']	MNXM649	2-KETO-3-DEOXY-6-P-GLUCONATE	C04442	cpd02711	met	Lreu_seed
cpd04806_c0		MNXM2968		C07645	cpd04806	met	Lreu_seed
cpd16365_c0		MNXM10616		C16551	cpd16365	met	Lreu_seed
cpd01560_c0		MNXM3219	BETA-ALANYL-COA	C02335	cpd01560	met	Lreu_seed
cpd00663_c0	['M_prpncoa', 'prpncoa', 'pp2coa', 'M_pp2coa']	MNXM650	ACRYLYL-COA		cpd00663	met	Lreu_seed
cpd15706_c0		MNXM7959			cpd15706	met	Lreu_seed
cpd00841_c0	['5dpmev', 'M_5dpmev']	MNXM689	CPD-641	C01143	cpd00841	met	Lreu_seed
cpd15345_c0		MNXM146502			cpd15345	met	Lreu_seed
cpd00209_c0	['M_no3', 'no3']	MNXM207	['NITRATE', 'CPD-15028']	['D02313', 'C00244']	cpd00209	met	Lreu_seed
cpd01844_c0	['M_ppap', 'ppap']	MNXM1499	PROPIONYL-P	C02876	cpd01844	met	Lreu_seed
cpd00497_c0		MNXM298	XANTHOSINE-5-PHOSPHATE		cpd00497	met	Lreu_seed
cpd15547_c0	['M_pgp180', 'pgp180']	MNXM75104	CPD-12820		['cpd15547', 'cpd23598']	met	Lreu_seed
cpd15773_c0		MNXM8987			cpd15773	met	Lreu_seed
cpd00588_e0	['sbt__D', 'M_sbt__D']	MNXM469	SORBITOL	['D00096', 'C00794']	cpd00588	met	Lreu_seed
cpd00804_c0	['M_sbt6p', 'sbt6p']	MNXM393	D-SORBITOL-6-P	C01096	cpd00804	met	Lreu_seed
cpd00457_c0	['M_cholp', 'cholp']	MNXM229	PHOSPHORYL-CHOLINE	C00588	cpd00457	met	Lreu_seed
cpd15311_c0		MNXM146748			cpd15311	met	Lreu_seed
cpd03293_c0		MNXM44319	CPD-17700	C05552	cpd03293	met	Lreu_seed
cpd00104_c0	['btn', 'M_btn']	MNXM304	BIOTIN	['D00029', 'C00120']	cpd00104	met	Lreu_seed
cpd18007_c0		MNXM2250	CPD-9442	C18024	cpd18007	met	Lreu_seed
cpd18036_c0		MNXM4827	CPD-9441	C18053	cpd18036	met	Lreu_seed
cpd00551_c0	['M_diact', 'diact']	MNXM1467	DIACETYL	C00741	cpd00551	met	Lreu_seed
cpd02333_c0	['M_quln', 'quln']	MNXM555	QUINOLINATE	C03722	cpd02333	met	Lreu_seed
cpd15754_c0		MNXM5793			cpd15754	met	Lreu_seed
cpd15781_c0		MNXM8763			cpd15781	met	Lreu_seed
cpd11519_c0		MNXM8022			cpd11519	met	Lreu_seed
cpd11434_c0		MNXM5742			cpd11434	met	Lreu_seed
cpd00332_c0		MNXM8878			cpd00332	met	Lreu_seed
cpd00812_c0	['M_5pmev', '5pmev']	MNXM567	CPD-499	C01107	cpd00812	met	Lreu_seed
cpd15604_c0	['M_glyleu', 'M_gly_leu__L', 'glyleu', 'gly_leu__L']	MNXM126241	CPD-12312	C02155	['cpd01459', 'cpd15604']	met	Lreu_seed
cpd15355_c0	['2hdecg3p', 'M_2hdecg3p']	MNXM5465	CPD-17276		cpd15355	met	Lreu_seed
cpd00117_e0	['ala__D', 'M_ala__D']	MNXM156	D-ALANINE	C00133	cpd00117	met	Lreu_seed
cpd11516_c0		MNXM9700			cpd11516	met	Lreu_seed
cpd11517_c0		MNXM9698			cpd11517	met	Lreu_seed
cpd11494_c0	['M_acACP', 'acACP']	MNXM1269	ACETYL-ACP	C03939	cpd11494	met	Lreu_seed
cpd11488_c0	['M_actACP', 'actACP']	MNXM1223	['Acetoacetyl-ACP', 'Acetoacetyl-ACPs']	C05744	cpd11488	met	Lreu_seed
cpd03491_c0	['uaaGgla', 'M_uaaGgla']	MNXM1344	NAcMur-Peptide-NAcGlc-Undecaprenols	['C05893', 'G10553']	cpd03491	met	Lreu_seed
cpd03492_c0	['uaaGgtla', 'M_uaaGgtla']	MNXM3113	CPD-12298	C05894	cpd03492	met	Lreu_seed
cpd11524_c0		MNXM8175			cpd11524	met	Lreu_seed
cpd00146_c0	['cbp', 'M_cbp']	MNXM138	CARBAMOYL-P	C00169	cpd00146	met	Lreu_seed
cpd01859_c0		MNXM4910		C02909	cpd01859	met	Lreu_seed
cpd14940_c0	['M_toctd2eACP', 'toctd2eACP']	MNXM2573	Octadec-2-enoyl-ACPs	C16221	['cpd14940', 'cpd15572']	met	Lreu_seed
cpd12458_c0		MNXM6439	Stearoyl-ACPs	C04088	cpd12458	met	Lreu_seed
cpd00861_c0	['M_uacmam', 'uacmam']	MNXM932		['C01170', 'G11112']	cpd00861	met	Lreu_seed
cpd00108_e0	['gal', 'M_gal']	MNXM390	['D-Galactose', 'D-galactopyranose', 'ALPHA-D-GALACTOSE']	['C00124', 'C00984', 'D04291']	['cpd00724', 'cpd01112', 'cpd26818', 'cpd00108']	met	Lreu_seed
cpd01262_c0		MNXM722790		C01835	cpd01262	met	Lreu_seed
cpd11611_c0	['M_acoa', 'acoa']	MNXM44	ACYL-COA	C00040	['cpd11611', 'cpd27059']	met	Lreu_seed
cpd12300_c0	['M_adhap_hs', 'adhap_hs']	MNXM94364		C03372	cpd12300	met	Lreu_seed
cpd02884_c0	['fprica', 'M_fprica']	MNXM456	PHOSPHORIBOSYL-FORMAMIDO-CARBOXAMIDE	C04734	cpd02884	met	Lreu_seed
cpd00195_c0		MNXM832	Primary-Alcohols	C00226	cpd00195	met	Lreu_seed
cpd11616_c0		MNXM277	Aldehydes	C00071	cpd11616	met	Lreu_seed
cpd00482_c0	['2pg', 'M_2pg']	MNXM275	2-PG	C00631	cpd00482	met	Lreu_seed
cpd15661_c0	['M_prenoN_acid', 'prenoN_acid']	MNXM7696			cpd15661	met	Lreu_seed
cpd15662_c0	['M_prenoN_ated', 'prenoN_ated']	MNXM12742			cpd15662	met	Lreu_seed
cpd11586_c0	['M_ala_L_glu__L', 'ala_L_glu__L']	MNXM8263			cpd11586	met	Lreu_seed
cpd00133_c0	['ncam', 'M_ncam']	MNXM216	NIACINAMIDE	['D00036', 'C00153']	cpd00133	met	Lreu_seed
cpd00218_c0	['nac', 'M_nac']	MNXM274	NIACINE	['D00049', 'C00253']	cpd00218	met	Lreu_seed
cpd00307_e0	['M_csn', 'csn']	MNXM761	CYTOSINE	C00380	cpd00307	met	Lreu_seed
cpd01974_c0	['4hglu', 'M_4hglu']	MNXM2489		C03079	cpd01974	met	Lreu_seed
cpd00830_c0	['4h2oglt', 'M_4h2oglt']	MNXM894	CPD-15015	C01127	cpd00830	met	Lreu_seed
cpd01017_c0	['cgly', 'M_cgly']	MNXM683	CYS-GLY	C01419	cpd01017	met	Lreu_seed
cpd11594_c0	['M_dextrin', 'dextrin']	MNXM49265		G00725	cpd11594	met	Lreu_seed
cpd15753_c0		MNXM5623			cpd15753	met	Lreu_seed
cpd15762_c0		MNXM8311			cpd15762	met	Lreu_seed
cpd01482_c0	['ugam', 'M_ugam']	MNXM7861	UDP-D-GLUCOSAMINE	C02200	cpd01482	met	Lreu_seed
cpd01623_c0		MNXM9206	UDP-D-GALACTOSAMINE	C02467	cpd01623	met	Lreu_seed
cpd09255_c0	['hkntd', 'M_hkntd']	MNXM2040		C12624	cpd09255	met	Lreu_seed
cpd15344_c0		MNXM146503			cpd15344	met	Lreu_seed
cpd11534_c0		MNXM9670			cpd11534	met	Lreu_seed
cpd02678_c0	['fgam', 'M_fgam']	MNXM453	5-P-RIBOSYL-N-FORMYLGLYCINEAMIDE	C04376	cpd02678	met	Lreu_seed
cpd02394_c0	['gar', 'M_gar']	MNXM463	5-PHOSPHO-RIBOSYL-GLYCINEAMIDE	C03838	cpd02394	met	Lreu_seed
cpd11593_c0	['M_ala_L_asp__L', 'ala_L_asp__L']	MNXM40494	CPD-13404		cpd11593	met	Lreu_seed
cpd02230_c0	['M_mi4p__D', 'mi4p__D']	MNXM2063	D-MYO-INOSITOL-4-PHOSPHATE	C03546	cpd02230	met	Lreu_seed
cpd03118_c0	['3hdcoa', 'M_3hdcoa']	MNXM674	CPD0-2244	C05264	cpd03118	met	Lreu_seed
cpd03119_c0	['3odcoa', 'M_3odcoa']	MNXM677	CPD0-2123	C05265	cpd03119	met	Lreu_seed
cpd00344_c0	['M_nflgln', 'nflgln']	MNXM90092	N-FORMIMINO-L-GLUTAMATE	C00439	cpd00344	met	Lreu_seed
cpd00378_c0	['M_frmd', 'frmd']	MNXM1231	FORMAMIDE	C00488	cpd00378	met	Lreu_seed
cpd00251_c0	['adprib', 'M_adprib']	MNXM48596	ADENOSINE_DIPHOSPHATE_RIBOSE	['C00301', 'C01882']	['cpd00251', 'cpd01296']	met	Lreu_seed
cpd01335_c0	['occoa', 'M_occoa']	MNXM342	CPD-196	C01944	cpd01335	met	Lreu_seed
cpd11542_c0		MNXM9706			cpd11542	met	Lreu_seed
cpd00254_e0	['mg2', 'M_mg2']	MNXM653	MG+2	C00305	cpd00254	met	Lreu_seed
cpd00254_c0	['M_mg2', 'mg2']	MNXM653	MG+2	C00305	cpd00254	met	Lreu_seed
cpd11499_c0		MNXM8147			cpd11499	met	Lreu_seed
cpd09844_c0	['M_3hadpcoa', '3hadpcoa']	MNXM2784	3-HYDROXYADIPYL-COA	C14145	cpd09844	met	Lreu_seed
cpd01507_c0	['oxadpcoa', 'M_oxadpcoa']	MNXM1264	3-KETO-ADIPYL-COA	C02232	cpd01507	met	Lreu_seed
cpd11470_c0		MNXM979	Octanoyl-ACPs	C05752	['cpd11470', 'cpd29428']	met	Lreu_seed
cpd11471_c0	['toct2eACP', 'M_toct2eACP']	MNXM23766	2-Octenoyl-ACPs	C05751	cpd11471	met	Lreu_seed
cpd00130_e0	['M_mal__L', 'mal__L']	MNXM98	MAL	C00149	cpd00130	met	Lreu_seed
cpd00130_c0	['M_mal__L', 'mal__L']	MNXM98	MAL	C00149	cpd00130	met	Lreu_seed
cpd00284_c0	['6pgc', 'M_6pgc']	MNXM325	CPD-2961	C00345	cpd00284	met	Lreu_seed
cpd00138_e0	['M_man', 'man']	MNXM182	MANNOSE	C00159	['cpd27437', 'cpd00138']	met	Lreu_seed
cpd00235_c0	['man6p', 'M_man6p']	MNXM40579	['Mannose-6-phosphate', 'CPD-15980']	C00275	cpd00235	met	Lreu_seed
cpd03365_c0		MNXM4381		C05654	cpd03365	met	Lreu_seed
cpd03366_c0		MNXM5008		C05655	cpd03366	met	Lreu_seed
cpd15313_c0		MNXM147670			cpd15313	met	Lreu_seed
cpd12064_c0		MNXM158870		C02301	cpd12064	met	Lreu_seed
cpd00266_c0		MNXM145540		C00487	['cpd00266', 'cpd19003']	met	Lreu_seed
cpd15053_c0		MNXM5865		C16337	cpd15053	met	Lreu_seed
cpd15054_c0		MNXM5866		C16338	cpd15054	met	Lreu_seed
cpd00438_c0	['dad_2', 'M_dad_2']	MNXM625	DEOXYADENOSINE	C00559	cpd00438	met	Lreu_seed
cpd00294_c0	['M_damp', 'damp']	MNXM432	DAMP	C00360	cpd00294	met	Lreu_seed
cpd11535_c0		MNXM8011			cpd11535	met	Lreu_seed
cpd00363_c0	['etoh', 'M_etoh']	MNXM303	ETOH	['D04855', 'D06542', 'D00068', 'C00469', 'D02798']	cpd00363	met	Lreu_seed
cpd12729_c0		MNXM3728	URATE-3-RIBONUCLEOSIDE	C05513	cpd12729	met	Lreu_seed
cpd00300_c0	['urate', 'M_urate']	MNXM441	['CPD-15332', 'URATE']	C00366	cpd00300	met	Lreu_seed
cpd00149_c0	['cobalt2', 'M_cobalt2']	MNXM90960	CO+2	C00175	cpd00149	met	Lreu_seed
cpd03426_c0	['srch', 'M_scl', 'scl', 'M_srch']	MNXM863	SIROHYDROCHLORIN	C05778	cpd03426	met	Lreu_seed
cpd08368_c0	['copre2', 'M_copre2']	MNXM1420	CPD-9039		cpd08368	met	Lreu_seed
cpd15701_c0		MNXM7958			cpd15701	met	Lreu_seed
cpd15677_c0		MNXM6580			cpd15677	met	Lreu_seed
cpd15684_c0		MNXM8377			cpd15684	met	Lreu_seed
cpd11439_c0		MNXM5745			cpd11439	met	Lreu_seed
cpd01329_c0	['M_malthx', 'malthx']	MNXM61028	MALTOHEXAOSE	['G00755', 'C01936']	cpd01329	met	Lreu_seed
cpd00342_c0	['acorn', 'M_acorn']	MNXM817	N-ALPHA-ACETYLORNITHINE	C00437	cpd00342	met	Lreu_seed
cpd11206_c0		MNXM2152	CPD-9038	C15527	cpd11206	met	Lreu_seed
cpd03247_c0	['gdchola', 'M_gdchola']	MNXM2379	GLYCOCHENODEOXYCHOLIC_ACID	C05466	['cpd03247', 'cpd03243']	met	Lreu_seed
cpd06739_c0		MNXM5387	CPD-12885	C09848	cpd06739	met	Lreu_seed
cpd15166_c0		MNXM4528	Citronellates	C16462	['cpd15166', 'cpd26734']	met	Lreu_seed
cpd00447_c0	['betald', 'M_betald']	MNXM457	BETAINE_ALDEHYDE	C00576	cpd00447	met	Lreu_seed
cpd01587_c0	['M_5mcsn', '5mcsn']	MNXM3509	CPD0-2018	C02376	cpd01587	met	Lreu_seed
cpd00151_c0	['M_thym', 'thym']	MNXM386	THYMINE	C00178	cpd00151	met	Lreu_seed
cpd15349_c0		MNXM146500			cpd15349	met	Lreu_seed
cpd00638_c0	['dnad', 'M_dnad']	MNXM309	DEAMIDO-NAD	C00857	cpd00638	met	Lreu_seed
cpd03455_c0		MNXM6822		C05823	cpd03455	met	Lreu_seed
cpd00706_c0	['mercppyr', 'M_mercppyr']	MNXM1214	3-MERCAPTO-PYRUVATE	C00957	cpd00706	met	Lreu_seed
cpd00392_c0		MNXM3592	ERYTHRITOL	['C00503', 'D08915']	cpd00392	met	Lreu_seed
cpd02203_c0		MNXM4547	D-ERYTHRITOL-4P	C03494	cpd02203	met	Lreu_seed
cpd00931_c0	['5apru', 'M_5apru']	MNXM1532	CPD-602	C01268	cpd00931	met	Lreu_seed
cpd11478_c0	['M_3hbutACP', '3hbutACP']	MNXM91793	Beta-3-hydroxybutyryl-ACPs	C04618	cpd11478	met	Lreu_seed
cpd08625_c0	['M_C11821', 'C11821', 'M_5hiu', '5hiu']	MNXM1137	5-HYDROXYISOURATE	C11821	cpd08625	met	Lreu_seed
cpd15321_c0		MNXM147675			cpd15321	met	Lreu_seed
cpd00588_c0	['sbt__D', 'M_sbt__D']	MNXM469	SORBITOL	['D00096', 'C00794']	cpd00588	met	Lreu_seed
cpd00911_c0	['M_6pgl', '6pgl']	MNXM429	D-6-P-GLUCONO-DELTA-LACTONE	C01236	cpd00911	met	Lreu_seed
cpd00305_c0	['thm', 'M_thm']	MNXM161565		D08580	cpd00305	met	Lreu_seed
cpd01085_c0		MNXM4871	VIOMYCIN	C01540	cpd01085	met	Lreu_seed
cpd01684_c0		MNXM4753	VIOMYCIN-P	C02574	cpd01684	met	Lreu_seed
cpd05041_c0		MNXM35131		C08062	cpd05041	met	Lreu_seed
cpd00093_c0	['M_anth', 'anth']	MNXM188	ANTHRANILATE	C00108	cpd00093	met	Lreu_seed
cpd11435_c0		MNXM5743			cpd11435	met	Lreu_seed
cpd03221_c0	['zymst', 'M_zymst']	MNXM574	ZYMOSTEROL	C05437	cpd03221	met	Lreu_seed
cpd02755_c0	['fecost', 'M_fecost']	MNXM1741	FECOSTEROL	C04525	cpd02755	met	Lreu_seed
cpd15705_c0		MNXM7957			cpd15705	met	Lreu_seed
cpd00644_c0	['pnto__R', 'M_pnto__R']	MNXM364	PANTOTHENATE		cpd00644	met	Lreu_seed
