type	id_in_tp	id_in_bigg	new_id	descripation	old_bigg_ids	feature_tp	feature_bigg	diff	notes
rea	LYStex	LYStex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	LYXtex	LYXtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	L_LACt2rpp	L_LACt2rpp		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	L_LACtex	L_LACtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	M1PD	M1PD		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	MALDtex	MALDtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	MALTATr	MALTATr		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	MALtex	MALtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	MAN6PI	MAN6PI		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	MAN6Ptex	MAN6Ptex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	MANAO	MANAO		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	MANGLYCtex	MANGLYCtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	MANtex	MANtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	MCITL2	MCITL2		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	MCOATA	MCOATA		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	MDH	MDH		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	MELIBtex	MELIBtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	MEOHtex	MEOHtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	MEOHtrpp	MEOHtrpp		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	MEPNtex	MEPNtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	METDtex	METDtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	METGLCURtex	METGLCURtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	METNA	METNA		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	METSOX1tex	METSOX1tex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	METSOX2tex	METSOX2tex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	METtex	METtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	MG2t3_2pp	MG2t3_2pp		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	MG2tex	MG2tex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	MICITDr	MICITDr		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	MINCYCtex	MINCYCtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	MLTP1	MLTP1		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	MLTP2	MLTP2		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	MLTP3	MLTP3		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	MMETtex	MMETtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	MNLtex	MNLtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	MNtex	MNtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	MOBDtex	MOBDtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	MSO3tex	MSO3tex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	MTHFC	MTHFC		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	MTHFD	MTHFD		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	N2Otex	N2Otex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	N2Otpp	N2Otpp		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	NACtex	NACtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	NADHXE	NADHXE		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	NADPHXE	NADPHXE		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	NAtex	NAtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	NDPK1	NDPK1		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	NDPK2	NDPK2		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	NDPK3	NDPK3		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	NDPK4	NDPK4		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	NDPK5	NDPK5		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	NDPK6	NDPK6		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	NDPK7	NDPK7		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	NDPK8	NDPK8		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	NH4tex	NH4tex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	NH4tpp	NH4tpp		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	NI2tex	NI2tex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	NMNtex	NMNtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	NNATr	NNATr		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	NO2t2rpp	NO2t2rpp		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	NO2tex	NO2tex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	NO3tex	NO3tex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	NOVBCNtex	NOVBCNtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	NOtex	NOtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	NOtpp	NOtpp		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	O2Stex	O2Stex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	O2tex	O2tex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	O2tpp	O2tpp		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	OCBT	OCBT		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	OCTAtex	OCTAtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	OHPBAT	OHPBAT		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	ORNtex	ORNtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	OROTtex	OROTtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	ORPT	ORPT		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	PACALDt2rpp	PACALDt2rpp		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	PACALDtex	PACALDtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	PCNO	PCNO		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	PEAMNtex	PEAMNtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	PERD	PERD		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	PGAMT	PGAMT		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	PGI	PGI		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	PGK	PGK		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	PGM	PGM		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	PGMT	PGMT		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	PHETA1	PHETA1		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	PHEt2rpp	PHEt2rpp		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	PHEtex	PHEtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	PItex	PItex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	PMANM	PMANM		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	PNTOtex	PNTOtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	POR5	POR5		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	PPAKr	PPAKr		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	PPALtex	PPALtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	PPALtpp	PPALtpp		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	PPAtex	PPAtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	PPM	PPM		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	PPM2	PPM2		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	PPPNt2rpp	PPPNt2rpp		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	PPPNtex	PPPNtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	PPTtex	PPTtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	PRAGSr	PRAGSr		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	PRMICI	PRMICI		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	PROGLYtex	PROGLYtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	PROt2rpp	PROt2rpp		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	PROtex	PROtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	PRPPS	PRPPS		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	PSCLYStex	PSCLYStex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	PSCVT	PSCVT		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	PSERtex	PSERtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	PSURItex	PSURItex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	PTAr	PTAr		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	PTRCORNt7pp	PTRCORNt7pp		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	PTRCtex	PTRCtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	PUACGAMS	PUACGAMS		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	PUNP1	PUNP1		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	PUNP2	PUNP2		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	PUNP3	PUNP3		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	PUNP4	PUNP4		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	PUNP5	PUNP5		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	PUNP6	PUNP6		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	PUNP7	PUNP7		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	PYDAMtex	PYDAMtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	PYDXNtex	PYDXNtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	PYDXtex	PYDXtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	PYNP2r	PYNP2r		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	PYRt2rpp	PYRt2rpp		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	PYRtex	PYRtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	QUIN2tex	QUIN2tex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	QUIN2tpp	QUIN2tpp		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	R5Ptex	R5Ptex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	RBP4E	RBP4E		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	REPHACCOAI	REPHACCOAI		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	RFAMPtex	RFAMPtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	RHMND	RHMND		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	RIBtex	RIBtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	RMI	RMI		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	RMNtex	RMNtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	RMPA	RMPA		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	RPE	RPE		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	RPI	RPI		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	SBTPD	SBTPD		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	SBTtex	SBTtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	SDPTA	SDPTA		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	SELtex	SELtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	SERASr	SERASr		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	SERAT	SERAT		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	SERtex	SERtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	SHK3Dr	SHK3Dr		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	SKMtex	SKMtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	SLNTtex	SLNTtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	SO2tex	SO2tex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	SO2tpp	SO2tpp		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	SO3tex	SO3tex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	SO4tex	SO4tex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	SPMDtex	SPMDtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	SQtex	SQtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	SUCASPtpp	SUCASPtpp		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	SUCCt1pp	SUCCt1pp		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	SUCCtex	SUCCtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	SUCFUMtpp	SUCFUMtpp		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	SUCMALtpp	SUCMALtpp		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	SUCOAS	SUCOAS		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	SUCRtex	SUCRtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	SUCTARTtpp	SUCTARTtpp		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	SULFACtex	SULFACtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	T2DECAI	T2DECAI		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	TAGURr	TAGURr		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	TALA	TALA		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	TARTRDtex	TARTRDtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	TARTRt7pp	TARTRt7pp		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	TARTRtex	TARTRtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	TAURtex	TAURtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	TCYNTtex	TCYNTtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	TGBPA	TGBPA		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	THMDtex	THMDtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	THMtex	THMtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	THRPtex	THRPtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	THRtex	THRtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	THYMtex	THYMtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	TKT1	TKT1		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	TKT2	TKT2		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	TMAOtex	TMAOtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	TMAtex	TMAtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	TMDPP	TMDPP		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	TPI	TPI		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	TREtex	TREtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	TRPAS2	TRPAS2		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	TRPt2rpp	TRPt2rpp		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	TRPtex	TRPtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	TRSARr	TRSARr		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	TSULtex	TSULtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	TTRCYCtex	TTRCYCtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	TUNGStex	TUNGStex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	TYMtex	TYMtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	TYRPtex	TYRPtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	TYRTA	TYRTA		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	TYRt2rpp	TYRt2rpp		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	TYRtex	TYRtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	UACGAMtex	UACGAMtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	UAG2E	UAG2E		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	UAGAAT	UAGAAT		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	UDPACGALtex	UDPACGALtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	UDPG4E	UDPG4E		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	UDPGALtex	UDPGALtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	UDPGLCURtex	UDPGLCURtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	UDPGPT	UDPGPT		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	UDPGtex	UDPGtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	UDPKAAT	UDPKAAT		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	UGLT	UGLT		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	UMPK	UMPK		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	UMPtex	UMPtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	URATEtex	URATEtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	URAtex	URAtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	UREAtex	UREAtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	UREAtpp	UREAtpp		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	URItex	URItex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	VALTA	VALTA		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	VALtex	VALtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	VPAMTr	VPAMTr		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	XANtex	XANtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	XANtpp	XANtpp		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	XMPtex	XMPtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	XTSNt2rpp	XTSNt2rpp		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	XTSNtex	XTSNtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	XYLI1	XYLI1		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	XYLI2	XYLI2		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	XYLUtex	XYLUtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	XYLtex	XYLtex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	YUMPS	YUMPS		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	Zn2tex	Zn2tex		id in bigg(bounds different)		(-1000.0, 1000.0)	(0.0, 1000.0)		
rea	12DGR120tipp	12DGR120tipp		id in bigg(same)					
rea	12DGR140tipp	12DGR140tipp		id in bigg(same)					
rea	12DGR141tipp	12DGR141tipp		id in bigg(same)					
rea	12DGR160tipp	12DGR160tipp		id in bigg(same)					
rea	12DGR161tipp	12DGR161tipp		id in bigg(same)					
rea	12DGR180tipp	12DGR180tipp		id in bigg(same)					
rea	12DGR181tipp	12DGR181tipp		id in bigg(same)					
rea	14GLUCANabcpp	14GLUCANabcpp		id in bigg(same)					
rea	14GLUCANtexi	14GLUCANtexi		id in bigg(same)					
rea	23DAPPAt2pp	23DAPPAt2pp		id in bigg(same)					
rea	23DOGULNt4pp	23DOGULNt4pp		id in bigg(same)					
rea	23PDE2pp	23PDE2pp		id in bigg(same)					
rea	23PDE4pp	23PDE4pp		id in bigg(same)					
rea	23PDE7pp	23PDE7pp		id in bigg(same)					
rea	23PDE9pp	23PDE9pp		id in bigg(same)					
rea	2AGPA120tipp	2AGPA120tipp		id in bigg(same)					
rea	2AGPA140tipp	2AGPA140tipp		id in bigg(same)					
rea	2AGPA141tipp	2AGPA141tipp		id in bigg(same)					
rea	2AGPA160tipp	2AGPA160tipp		id in bigg(same)					
rea	2AGPA161tipp	2AGPA161tipp		id in bigg(same)					
rea	2AGPA180tipp	2AGPA180tipp		id in bigg(same)					
rea	2AGPA181tipp	2AGPA181tipp		id in bigg(same)					
rea	2AGPE120tipp	2AGPE120tipp		id in bigg(same)					
rea	2AGPE140tipp	2AGPE140tipp		id in bigg(same)					
rea	2AGPE141tipp	2AGPE141tipp		id in bigg(same)					
rea	2AGPE160tipp	2AGPE160tipp		id in bigg(same)					
rea	2AGPE161tipp	2AGPE161tipp		id in bigg(same)					
rea	2AGPE180tipp	2AGPE180tipp		id in bigg(same)					
rea	2AGPE181tipp	2AGPE181tipp		id in bigg(same)					
rea	2AGPEAT120	2AGPEAT120		id in bigg(same)					
rea	2AGPEAT140	2AGPEAT140		id in bigg(same)					
rea	2AGPEAT141	2AGPEAT141		id in bigg(same)					
rea	2AGPEAT160	2AGPEAT160		id in bigg(same)					
rea	2AGPEAT161	2AGPEAT161		id in bigg(same)					
rea	2AGPEAT180	2AGPEAT180		id in bigg(same)					
rea	2AGPEAT181	2AGPEAT181		id in bigg(same)					
rea	2AGPG120tipp	2AGPG120tipp		id in bigg(same)					
rea	2AGPG140tipp	2AGPG140tipp		id in bigg(same)					
rea	2AGPG141tipp	2AGPG141tipp		id in bigg(same)					
rea	2AGPG160tipp	2AGPG160tipp		id in bigg(same)					
rea	2AGPG161tipp	2AGPG161tipp		id in bigg(same)					
