,type,id_in_tp,id_in_bigg,descripation,old_bigg_ids,feature1,feature2,other
338,rea,MI1PP,MI1PP,id in bigg(mets different),,h2o_c + mi1p__D_c --> inost_c + pi_c,h2o_c + mi1p__D_c --> inost_c + pi_c,
339,rea,MNLpts,MNLpts,id in bigg(mets different),,mnl_e + pep_c --> mnl1p_c + pyr_c,mnl_e + pep_c --> mnl1p_c + pyr_c,
340,rea,MNabc,MNabc,id in bigg(mets different),,atp_c + h2o_c + mn2_e --> adp_c + h_c + mn2_c + pi_c,atp_c + h2o_c + mn2_e --> adp_c + h_c + mn2_c + pi_c,
341,rea,MOCOS,MOCOS,id in bigg(mets different),,MPT_c <=> Moco_c,2.0 h_c + mobd_c + mptamp_c --> amp_c + cu2_c + h2o_c + moco_c,
342,rea,MPTS,MPTS,id in bigg(mets different),,2.0 MCOSH_c + PreZ_c + h2o_c --> 2.0 MCOOH_c + MPT_c + 3.0 h_c,cpmp_c + cu2_c + 2.0 moadcosh_c --> 5.0 h_c + 2.0 moadcoo_c + mpt_c,
343,rea,MTAN,MTAN,id in bigg(mets different),,5mta_c + h2o_c --> 5mtr_c + ade_c,5mta_c + h2o_c --> 5mtr_c + ade_c,
344,rea,MTHFC,MTHFC,id in bigg(mets different),,h2o_c + methf_c <=> 10fthf_c + h_c,h2o_c + methf_c --> 10fthf_c + h_c,
345,rea,MTHFD,MTHFD,id in bigg(mets different),,mlthf_c + nadp_c <=> methf_c + nadph_c,mlthf_c + nadp_c --> methf_c + nadph_c,
346,rea,NADH4,NADH4,id in bigg(mets different),,h_c + mqn7_c + nadh_c --> mql7_c + nad_c,h_c + mqn7_c + nadh_c --> mql7_c + nad_c,
347,rea,NADK,NADK,id in bigg(mets different),,atp_c + nad_c --> adp_c + h_c + nadp_c,atp_c + nad_c --> adp_c + h_c + nadp_c,
348,rea,NADN,NADN,id in bigg(mets different),,h2o_c + nad_c --> adprib_c + h_c + ncam_c,h2o_c + nad_c --> adprib_c + h_c + ncam_c,
349,rea,NADS1,NADS1,id in bigg(mets different),,atp_c + dnad_c + nh4_c --> amp_c + h_c + nad_c + ppi_c,atp_c + dnad_c + nh4_c --> amp_c + h_c + nad_c + ppi_c,
350,rea,NAPRT,NAPRT,id in bigg(mets different),,h_c + nac_c + prpp_c --> nicrnt_c + ppi_c,h_c + nac_c + prpp_c --> nicrnt_c + ppi_c,
351,rea,NDPK1,NDPK1,id in bigg(mets different),,atp_c + gdp_c <=> adp_c + gtp_c,atp_c + gdp_c --> adp_c + gtp_c,
352,rea,NDPK2,NDPK2,id in bigg(mets different),,atp_c + udp_c <=> adp_c + utp_c,atp_c + udp_c --> adp_c + utp_c,
353,rea,NDPK3,NDPK3,id in bigg(mets different),,atp_c + cdp_c <=> adp_c + ctp_c,atp_c + cdp_c --> adp_c + ctp_c,
354,rea,NDPK4,NDPK4,id in bigg(mets different),,atp_c + dtdp_c <=> adp_c + dttp_c,atp_c + dtdp_c --> adp_c + dttp_c,
355,rea,NDPK5,NDPK5,id in bigg(mets different),,atp_c + dgdp_c <=> adp_c + dgtp_c,atp_c + dgdp_c --> adp_c + dgtp_c,
356,rea,NDPK6,NDPK6,id in bigg(mets different),,atp_c + dudp_c <=> adp_c + dutp_c,atp_c + dudp_c --> adp_c + dutp_c,
357,rea,NDPK7,NDPK7,id in bigg(mets different),,atp_c + dcdp_c <=> adp_c + dctp_c,atp_c + dcdp_c --> adp_c + dctp_c,
358,rea,NDPK8,NDPK8,id in bigg(mets different),,atp_c + dadp_c <=> adp_c + datp_c,atp_c + dadp_c --> adp_c + datp_c,
359,rea,NDPK9,NDPK9,id in bigg(mets different),,atp_c + idp_c <=> adp_c + itp_c,atp_c + idp_c --> adp_c + itp_c,
360,rea,NO2t3,NO2t3,id in bigg(mets different),,h_e + no2_c --> h_c + no2_e,h_e + no2_c --> h_c + no2_e,
361,rea,NOX2,NOX2,id in bigg(mets different),,2.0 h_c + 2.0 nadh_c + o2_c --> 2.0 h2o_c + 2.0 nad_c,2.0 h_c + 2.0 nadh_c + o2_c --> 2.0 h2o_c + 2.0 nad_c,
362,rea,NPPDO,NPPDO,id in bigg(mets different),,2.0 n2ppn_c + o2_c --> 2.0 acetone_c + 2.0 h_c + 2.0 no2_c,2.0 n2ppn_c + o2_c --> 2.0 acetone_c + 2.0 h_c + 2.0 no2_c,
363,rea,O2t,O2t,id in bigg(mets different),,o2_e <=> o2_c,o2_e --> o2_c,
364,rea,OCBT,OCBT,id in bigg(mets different),,cbp_c + orn__L_c <=> citr__L_c + h_c + pi_c,cbp_c + orn_c --> citr__L_c + h_c + pi_c,
365,rea,OCDMAT8,OCDMAT8,id in bigg(mets different),,2tocdacp_c + h_c + nadh_c --> nad_c + ocdacp_c,2tocdacp_c + h_c + nadh_c --> nad_c + ocdacp_c,
366,rea,OCMAT3,OCMAT3,id in bigg(mets different),,2toceacp_c + h_c + nadh_c --> nad_c + octacp_c,2toceacp_c + h_c + nadh_c --> nad_c + octacp_c,
367,rea,OMPDC,OMPDC,id in bigg(mets different),,h_c + orot5p_c --> co2_c + ump_c,h_c + orot5p_c --> co2_c + ump_c,
368,rea,OPHBDC,OPHBDC,id in bigg(mets different),,3ophb_c + h_c --> 2oph_c + co2_c,3ophb_c + h_c --> 2oph_c + co2_c,
369,rea,ORNTAC,ORNTAC,id in bigg(mets different),,acorn_c + glu__L_c <=> acglu_c + orn__L_c,acorn_c + glu__L_c --> acglu_c + orn_c,
370,rea,ORPT,ORPT,id in bigg(mets different),,orot5p_c + ppi_c <=> orot_c + prpp_c,orot5p_c + ppi_c --> orot_c + prpp_c,
371,rea,P5CD,P5CD,id in bigg(mets different),,1pyr5c_c + 2.0 h2o_c + nad_c --> glu__L_c + h_c + nadh_c,1pyr5c_c + 2.0 h2o_c + nad_c --> glu__L_c + h_c + nadh_c,
372,rea,PC,PC,id in bigg(mets different),,atp_c + hco3_c + pyr_c --> adp_c + h_c + oaa_c + pi_c,atp_c + hco3_c + pyr_c --> adp_c + h_c + oaa_c + pi_c,
373,rea,PDE1,PDE1,id in bigg(mets different),,camp_c + h2o_c --> amp_c + h_c,camp_c + h2o_c --> amp_c + h_c,
374,rea,PDE2,PDE2,id in bigg(mets different),,35cdamp_c + h2o_c --> damp_c + h_c,35cdamp_c + h2o_c --> damp_c + h_c,
375,rea,PDE4,PDE4,id in bigg(mets different),,35cgmp_c + h2o_c --> gmp_c + h_c,35cgmp_c + h2o_c --> gmp_c + h_c,
376,rea,PDE5,PDE5,id in bigg(mets different),,35ccmp_c + h2o_c --> cmp_c + h_c,35ccmp_c + h2o_c --> cmp_c + h_c,
377,rea,PDH,PDH,id in bigg(mets different),,coa_c + nad_c + pyr_c --> accoa_c + co2_c + nadh_c,coa_c + nad_c + pyr_c --> accoa_c + co2_c + nadh_c,
378,rea,PFK,PFK,id in bigg(mets different),,atp_c + f6p_c --> adp_c + fdp_c + h_c,atp_c + f6p_c --> adp_c + fdp_c + h_c,
379,rea,PFL,PFL,id in bigg(mets different),,coa_c + pyr_c <=> accoa_c + for_c,coa_c + pyr_c --> accoa_c + for_c,
380,rea,PGCD,PGCD,id in bigg(mets different),,3pg_c + nad_c --> 3php_c + h_c + nadh_c,3pg_c + nad_c --> 3php_c + h_c + nadh_c,
381,rea,PGI,PGI,id in bigg(mets different),,g6p_c <=> f6p_c,g6p_c --> f6p_c,
382,rea,PGK,PGK,id in bigg(mets different),,13dpg_c + adp_c <=> 3pg_c + atp_c,3pg_c + atp_c --> 13dpg_c + adp_c,
383,rea,PGL,PGL,id in bigg(mets different),,6pgl_c + h2o_c --> 6pgc_c + h_c,6pgl_c + h2o_c --> 6pgc_c + h_c,
384,rea,PGLYCP,PGLYCP,id in bigg(mets different),,2pglyc_c + h2o_c --> glyclt_c + pi_c,2pglyc_c + h2o_c --> glyclt_c + pi_c,
385,rea,PGM,PGM,id in bigg(mets different),,3pg_c <=> 2pg_c,2pg_c --> 3pg_c,
386,rea,PGMT_B,PGMT_B,id in bigg(mets different),,g6p__B_c <=> g1p__B_c,g6p_B_c --> g1p_B_c,
387,rea,PHETA1,PHETA1,id in bigg(mets different),,akg_c + phe__L_c <=> glu__L_c + phpyr_c,akg_c + phe__L_c --> glu__L_c + phpyr_c,
388,rea,PHETRS,PHETRS,id in bigg(mets different),,atp_c + phe__L_c + trnaphe_c --> amp_c + h_c + phetrna_c + ppi_c,atp_c + phe__L_c + trnaphe_c --> amp_c + phetrna_c + ppi_c,
389,rea,PHEt2r,PHEt2r,id in bigg(mets different),,h_e + phe__L_e <=> h_c + phe__L_c,h_e + phe__L_e --> h_c + phe__L_c,
390,rea,PHPYROX,PHPYROX,id in bigg(mets different),,o2_c + phpyr_c --> bzal_c + h_c + oxa_c,o2_c + phpyr_c --> bzal_c + h_c + oxa_c,
391,rea,PIabc,PIabc,id in bigg(mets different),,atp_c + h2o_c + pi_e --> adp_c + h_c + 2.0 pi_c,atp_c + h2o_c + pi_e --> adp_c + h_c + 2.0 pi_c,
392,rea,PMEVK,PMEVK,id in bigg(mets different),,5pmev_c + atp_c --> 5dpmev_c + adp_c,5pmev_c + atp_c --> 5dpmev_c + adp_c,
393,rea,PMPK,PMPK,id in bigg(mets different),,4ampm_c + atp_c --> 2mahmp_c + adp_c,4ampm_c + atp_c --> 2mahmp_c + adp_c,
394,rea,PNTK,PNTK,id in bigg(mets different),,atp_c + pnto__R_c --> 4ppan_c + adp_c + h_c,atp_c + pnto__R_c --> 4ppan_c + adp_c + h_c,
395,rea,PNTOt2,PNTOt2,id in bigg(mets different),,h_e + pnto__R_e <=> h_c + pnto__R_c,h_e + pnto__R_e --> h_c + pnto__R_c,
396,rea,PPA,PPA,id in bigg(mets different),,h2o_c + ppi_c --> h_c + 2.0 pi_c,h2o_c + ppi_c --> h_c + 2.0 pi_c,
397,rea,PPCDC,PPCDC,id in bigg(mets different),,4ppcys_c + h_c --> co2_c + pan4p_c,4ppcys_c + h_c --> co2_c + pan4p_c,
398,rea,PPCK,PPCK,id in bigg(mets different),,atp_c + oaa_c --> adp_c + co2_c + pep_c,atp_c + oaa_c --> adp_c + co2_c + pep_c,
399,rea,PPK2,PPK2,id in bigg(mets different),,atp_c + ppi_c --> adp_c + pppi_c,atp_c + ppi_c --> adp_c + pppi_c,
400,rea,PPNCL,PPNCL,id in bigg(mets different),,4ppan_c + ctp_c + cys__L_c --> 4ppcys_c + cdp_c + h_c + pi_c,4ppan_c + ctp_c + cys__L_c --> 4ppcys_c + cdp_c + h_c + pi_c,
401,rea,PPND,PPND,id in bigg(mets different),,nad_c + pphn_c --> 34hpp_c + co2_c + nadh_c,nad_c + pphn_c --> 34hpp_c + co2_c + nadh_c,
402,rea,PPS,PPS,id in bigg(mets different),,atp_c + h2o_c + pyr_c --> amp_c + 2.0 h_c + pep_c + pi_c,atp_c + h2o_c + pyr_c --> amp_c + 2.0 h_c + pep_c + pi_c,
403,rea,PRAI,PRAI,id in bigg(mets different),,pran_c <=> 2cpr5p_c,pran_h --> 2cpr5p_h,
404,rea,PRAIS,PRAIS,id in bigg(mets different),,atp_c + fpram_c --> adp_c + air_c + h_c + pi_c,atp_c + fpram_c --> adp_c + air_c + 2.0 h_c + pi_c,
405,rea,PRAMPC,PRAMPC,id in bigg(mets different),,h2o_c + h_c + prbamp_c --> prfp_c,h2o_c + prbamp_c --> prfp_c,
406,rea,PRATPP,PRATPP,id in bigg(mets different),,h2o_c + prbatp_c --> h_c + ppi_c + prbamp_c,h2o_c + prbatp_c --> h_c + ppi_c + prbamp_c,
407,rea,PRFGS,PRFGS,id in bigg(mets different),,atp_c + fgam_c + gln__L_c + h2o_c --> adp_c + fpram_c + glu__L_c + 2.0 h_c + pi_c,atp_c + fgam_c + gln__L_c + h2o_c --> adp_c + fpram_c + glu__L_c + h_c + pi_c,
408,rea,PROTRS,PROTRS,id in bigg(mets different),,atp_c + pro__L_c + trnapro_c --> amp_c + h_c + ppi_c + protrna_c,atp_c + pro__L_c + trnapro_c --> amp_c + ppi_c + protrna_c,
409,rea,PROt2r,PROt2r,id in bigg(mets different),,h_e + pro__L_e <=> h_c + pro__L_c,h_e + pro__L_e --> h_c + pro__L_c,
410,rea,PRPPS,PRPPS,id in bigg(mets different),,atp_c + r5p_c <=> amp_c + h_c + prpp_c,atp_c + r5p_c --> amp_c + h_c + prpp_c,
411,rea,PSCVT,PSCVT,id in bigg(mets different),,pep_c + skm5p_c <=> 3psme_c + pi_c,pep_c + skm5p_c --> 3psme_c + pi_c,
412,rea,PSERT,PSERT,id in bigg(mets different),,3php_c + glu__L_c --> akg_c + pser__L_c,3php_c + glu__L_c --> akg_c + pser__L_c,
413,rea,PSP_L,PSP_L,id in bigg(mets different),,h2o_c + pser__L_c --> pi_c + ser__L_c,h2o_c + pser__L_c --> pi_c + ser__L_c,
414,rea,PSUDS,PSUDS,id in bigg(mets different),,r5p_c + ura_c --> h2o_c + psd5p_c,2.0 h_c + r5p_c + ura_c --> h2o_c + psd5p_c,
415,rea,PTAr,PTAr,id in bigg(mets different),,accoa_c + pi_c <=> actp_c + coa_c,accoa_c + pi_c --> actp_c + coa_c,
416,rea,PTRCabc,PTRCabc,id in bigg(mets different),,atp_c + h2o_c + ptrc_e --> adp_c + h_c + pi_c + ptrc_c,atp_c + h2o_c + ptrc_e --> adp_c + h_c + pi_c + ptrc_c,
417,rea,PUNP1,PUNP1,id in bigg(mets different),,adn_c + pi_c <=> ade_c + r1p_c,adn_c + pi_c --> ade_c + r1p_c,
418,rea,PUNP2,PUNP2,id in bigg(mets different),,dad__2_c + pi_c <=> 2dr1p_c + ade_c,dad_2_c + pi_c --> 2dr1p_c + ade_c,
419,rea,PUNP3,PUNP3,id in bigg(mets different),,gsn_c + pi_c <=> gua_c + r1p_c,gsn_c + pi_c --> gua_c + r1p_c,
420,rea,PUNP4,PUNP4,id in bigg(mets different),,dgsn_c + pi_c <=> 2dr1p_c + gua_c,dgsn_c + pi_c --> 2dr1p_c + gua_c,
421,rea,PUNP5,PUNP5,id in bigg(mets different),,ins_c + pi_c <=> hxan_c + r1p_c,ins_c + pi_c --> hxan_c + r1p_c,
422,rea,PUNP6,PUNP6,id in bigg(mets different),,din_c + pi_c <=> 2dr1p_c + hxan_c,din_c + pi_c --> 2dr1p_c + hxan_c,
423,rea,PUNP7,PUNP7,id in bigg(mets different),,pi_c + xtsn_c <=> r1p_c + xan_c,pi_c + xtsn_c --> r1p_c + xan_c,
424,rea,PYDAMK,PYDAMK,id in bigg(mets different),,atp_c + pydam_c --> adp_c + h_c + pyam5p_c,atp_c + pydam_c --> adp_c + h_c + pyam5p_c,
425,rea,PYDXK,PYDXK,id in bigg(mets different),,atp_c + pydx_c --> adp_c + 2.0 h_c + pydx5p_c,atp_c + pydx_c --> adp_c + h_c + pydx5p_c,
426,rea,PYDXPP,PYDXPP,id in bigg(mets different),,h2o_c + h_c + pydx5p_c --> pi_c + pydx_c,h2o_c + pydx5p_c --> pi_c + pydx_c,
427,rea,PYK,PYK,id in bigg(mets different),,adp_c + h_c + pep_c --> atp_c + pyr_c,adp_c + h_c + pep_c --> atp_c + pyr_c,
428,rea,PYROX,PYROX,id in bigg(mets different),,h_c + o2_c + pi_c + pyr_c --> actp_c + co2_c + h2o2_c,h_c + nadh_c + o2_c + ura_c --> nad_c + uracp_c,
429,rea,RAFGH,RAFGH,id in bigg(mets different),,h2o_c + raffin_c --> gal_c + sucr_c,h2o_c + raffin_c --> gal_c + sucr_c,
430,rea,RBFK,RBFK,id in bigg(mets different),,atp_c + ribflv_c --> adp_c + fmn_c + h_c,atp_c + ribflv_c --> adp_c + fmn_c + h_c,
431,rea,RBK,RBK,id in bigg(mets different),,atp_c + rib__D_c --> adp_c + h_c + r5p_c,atp_c + rib__D_c --> adp_c + h_c + r5p_c,
432,rea,RBK_L1,RBK_L1,id in bigg(mets different),,atp_c + rbl__L_c --> adp_c + h_c + ru5p__L_c,atp_c + rbl__L_c --> adp_c + h_c + ru5p__L_c,
433,rea,RHCCE,RHCCE,id in bigg(mets different),,rhcys_c --> dhptd_c + hcys__L_c,rhcys_c --> dhptd_c + hcys__L_c,
434,rea,RIBFLVt2,RIBFLVt2,id in bigg(mets different),,h_e + ribflv_e --> h_c + ribflv_c,h_e + ribflv_e --> h_c + ribflv_c,
435,rea,RIBt2,RIBt2,id in bigg(mets different),,h_e + rib__D_e --> h_c + rib__D_c,h_e + rib__D_e --> h_c + rib__D_c,
436,rea,RMI,RMI,id in bigg(mets different),,rmn_c <=> rml_c,rmn_c --> rml_c,
437,rea,RMK,RMK,id in bigg(mets different),,atp_c + rml_c --> adp_c + h_c + rml1p_c,atp_c + rml_c --> adp_c + h_c + rml1p_c,
438,rea,RMPA,RMPA,id in bigg(mets different),,rml1p_c <=> dhap_c + lald__L_c,rml1p_c --> dhap_c + lald__L_c,
439,rea,RNDR1,RNDR1,id in bigg(mets different),,adp_c + trdrd_c --> dadp_c + h2o_c + trdox_c,adp_c + trdrd_c --> dadp_c + h2o_c + trdox_c,
440,rea,RNDR2,RNDR2,id in bigg(mets different),,gdp_c + trdrd_c --> dgdp_c + h2o_c + trdox_c,gdp_c + trdrd_c --> dgdp_c + h2o_c + trdox_c,
441,rea,RNDR3,RNDR3,id in bigg(mets different),,cdp_c + trdrd_c --> dcdp_c + h2o_c + trdox_c,cdp_c + trdrd_c --> dcdp_c + h2o_c + trdox_c,
442,rea,RNDR4,RNDR4,id in bigg(mets different),,trdrd_c + udp_c --> dudp_c + h2o_c + trdox_c,trdrd_c + udp_c --> dudp_c + h2o_c + trdox_c,
443,rea,RNTR1,RNTR1,id in bigg(mets different),,atp_c + trdrd_c --> datp_c + h2o_c + trdox_c,atp_c + trdrd_c --> datp_c + h2o_c + trdox_c,
444,rea,RNTR2,RNTR2,id in bigg(mets different),,gtp_c + trdrd_c --> dgtp_c + h2o_c + trdox_c,gtp_c + trdrd_c --> dgtp_c + h2o_c + trdox_c,
445,rea,RNTR3,RNTR3,id in bigg(mets different),,ctp_c + trdrd_c --> dctp_c + h2o_c + trdox_c,ctp_c + trdrd_c --> dctp_c + h2o_c + trdox_c,
446,rea,RNTR4,RNTR4,id in bigg(mets different),,trdrd_c + utp_c --> dutp_c + h2o_c + trdox_c,trdrd_c + utp_c --> dutp_c + h2o_c + trdox_c,
447,rea,SADT,SADT,id in bigg(mets different),,atp_c + h_c + so4_c --> aps_c + ppi_c,atp_c + h_c + so4_c --> aps_c + ppi_c,
448,rea,SBTPD,SBTPD,id in bigg(mets different),,nad_c + sbt6p_c <=> f6p_c + h_c + nadh_c,nad_c + sbt6p_c --> f6p_c + h_c + nadh_c,
449,rea,SBTpts,SBTpts,id in bigg(mets different),,pep_c + sbt__D_e --> pyr_c + sbt6p_c,pep_c + sbt__D_e --> pyr_c + sbt6p_c,
450,rea,SDPDS,SDPDS,id in bigg(mets different),,h2o_c + sl26da_c --> 26dap__LL_c + succ_c,h2o_c + sl26da_c --> 26dap_LL_c + succ_c,
451,rea,SDPTA,SDPTA,id in bigg(mets different),,akg_c + sl26da_c <=> glu__L_c + sl2a6o_c,akg_c + sl26da_c --> glu__L_c + sl2a6o_c,
452,rea,SERAT,SERAT,id in bigg(mets different),,accoa_c + ser__L_c <=> acser_c + coa_c,accoa_c + ser__L_c --> acser_c + coa_c,
453,rea,SERD_D,SERD_D,id in bigg(mets different),,ser__D_c --> nh4_c + pyr_c,ser__D_c --> nh4_c + pyr_c,
454,rea,SERD_L,SERD_L,id in bigg(mets different),,ser__L_c --> nh4_c + pyr_c,ser__L_c --> nh4_c + pyr_c,
455,rea,SERTRS,SERTRS,id in bigg(mets different),,atp_c + ser__L_c + trnaser_c --> amp_c + h_c + ppi_c + sertrna_c,atp_c + ser__L_c + trnaser_c --> amp_c + ppi_c + sertrna_c,
456,rea,SERt2r,SERt2r,id in bigg(mets different),,h_e + ser__L_e <=> h_c + ser__L_c,h_e + ser__L_e --> h_c + ser__L_c,
457,rea,SHK3Dr,SHK3Dr,id in bigg(mets different),,3dhsk_c + h_c + nadph_c <=> nadp_c + skm_c,3dhsk_c + h_c + nadph_c --> nadp_c + skm_c,
458,rea,SHKK,SHKK,id in bigg(mets different),,atp_c + skm_c --> adp_c + h_c + skm5p_c,atp_c + skm_c --> adp_c + h_c + skm5p_c,
459,rea,SPMDabc,SPMDabc,id in bigg(mets different),,atp_c + h2o_c + spmd_e --> adp_c + h_c + pi_c + spmd_c,atp_c + h2o_c + spmd_e --> adp_c + h_c + pi_c + spmd_c,
460,rea,SSALx,SSALx,id in bigg(mets different),,h2o_c + nad_c + sucsal_c --> 2.0 h_c + nadh_c + succ_c,h2o_c + nad_c + sucsal_c --> 2.0 h_c + nadh_c + succ_c,
461,rea,SSALy,SSALy,id in bigg(mets different),,h2o_c + nadp_c + sucsal_c --> 2.0 h_c + nadph_c + succ_c,h2o_c + nadp_c + sucsal_c --> 2.0 h_c + nadph_c + succ_c,
462,rea,SUCCt2r,SUCCt2r,id in bigg(mets different),,h_e + succ_e <=> h_c + succ_c,h_e + succ_e --> h_c + succ_c,
463,rea,SUCR,SUCR,id in bigg(mets different),,h2o_c + sucr_c --> fru_c + glc__D_c,h2o_c + sucr_c --> fru_c + glc__D_c,
464,rea,SUCpts,SUCpts,id in bigg(mets different),,pep_c + sucr_e --> pyr_c + suc6p_c,pep_c + sucr_e --> pyr_c + suc6p_c,
465,rea,TALA,TALA,id in bigg(mets different),,g3p_c + s7p_c <=> e4p_c + f6p_c,g3p_c + s7p_c --> e4p_c + f6p_c,
466,rea,TARTD,TARTD,id in bigg(mets different),,tartr__L_c --> h2o_c + oaa_c,tartr__L_c --> h2o_c + oaa_c,
467,rea,TDMAT6,TDMAT6,id in bigg(mets different),,2ttdeacp_c + h_c + nadh_c --> nad_c + tdeacp_c,2ttdeacp_c + h_c + nadh_c --> nad_c + tdeacp_c,
468,rea,TDPDRE,TDPDRE,id in bigg(mets different),,dtdpddg_c <=> dtdpddm_c,dtdp4d6dg_c --> dtdp4d6dm_c,
469,rea,TDPDRR,TDPDRR,id in bigg(mets different),,dtdp6dm_c + nadp_c <=> dtdpddm_c + h_c + nadph_c,dtdp4d6dm_c + h_c + nadph_c --> dtdprmn_c + nadp_c,
470,rea,TDPGDH,TDPGDH,id in bigg(mets different),,dtdpglc_c --> dtdpddg_c + h2o_c,dtdpglu_c --> dtdp4d6dg_c + h2o_c,
471,rea,THDPS,THDPS,id in bigg(mets different),,h2o_c + succoa_c + thdp_c --> coa_c + sl2a6o_c,h2o_c + succoa_c + thdp_c --> coa_c + sl2a6o_c,
472,rea,THFGLUS,THFGLUS,id in bigg(mets different),,atp_c + glu__L_c + thf_c <=> adp_c + h_c + pi_c + thfglu_c,atp_c + glu__L_c + thf_c --> adp_c + h_c + pi_c + thfglu_c,
473,rea,THMDt2,THMDt2,id in bigg(mets different),,h_e + thymd_e --> h_c + thymd_c,h_e + thymd_e --> h_c + thymd_c,
474,rea,THMabc,THMabc,id in bigg(mets different),,atp_c + h2o_c + thm_e --> adp_c + h_c + pi_c + thm_c,atp_c + h2o_c + thm_e --> adp_c + h_c + pi_c + thm_c,
475,rea,THRD_L,THRD_L,id in bigg(mets different),,thr__L_c --> 2obut_c + nh4_c,thr__L_c --> 2obut_c + nh4_c,
476,rea,THRTRS,THRTRS,id in bigg(mets different),,atp_c + thr__L_c + trnathr_c --> amp_c + h_c + ppi_c + thrtrna_c,atp_c + thr__L_c + trnathr_c --> amp_c + ppi_c + thrtrna_c,
477,rea,TKT1,TKT1,id in bigg(mets different),,r5p_c + xu5p__D_c <=> g3p_c + s7p_c,r5p_c + xu5p__D_c --> g3p_c + s7p_c,
478,rea,TKT2,TKT2,id in bigg(mets different),,e4p_c + xu5p__D_c <=> f6p_c + g3p_c,e4p_c + xu5p__D_c --> f6p_c + g3p_c,
479,rea,TMDK1,TMDK1,id in bigg(mets different),,atp_c + thymd_c --> adp_c + dtmp_c + h_c,atp_c + thymd_c --> adp_c + dtmp_c + h_c,
480,rea,TMDK2,TMDK2,id in bigg(mets different),,gtp_c + thymd_c --> dtmp_c + gdp_c + h_c,gtp_c + thymd_c --> dtmp_c + gdp_c + h_c,
481,rea,TMDPK,TMDPK,id in bigg(mets different),,atp_c + thm_c --> amp_c + h_c + thmpp_c,atp_c + thm_c --> amp_c + h_c + thmpp_c,
482,rea,TMDS,TMDS,id in bigg(mets different),,dump_c + mlthf_c --> dhf_c + dtmp_c,dump_c + mlthf_c --> dhf_c + dtmp_c,
483,rea,TRDR,TRDR,id in bigg(mets different),,h_c + nadph_c + trdox_c --> nadp_c + trdrd_c,h_c + nadph_c + trdox_c --> nadp_c + trdrd_c,
484,rea,TRE6PH,TRE6PH,id in bigg(mets different),,h2o_c + tre6p_c --> g6p_c + glc__D_c,h2o_c + tre6p_c --> g6p_c + glc__D_c,
485,rea,TREpts,TREpts,id in bigg(mets different),,pep_c + tre_e --> pyr_c + tre6p_c,pep_c + tre_e --> pyr_c + tre6p_c,
486,rea,TRPS1,TRPS1,id in bigg(mets different),,3ig3p_c + ser__L_c --> g3p_c + h2o_c + trp__L_c,3ig3p_c + ser__L_c --> g3p_c + h2o_c + trp__L_c,
487,rea,TRPTA,TRPTA,id in bigg(mets different),,akg_c + trp__L_c <=> glu__L_c + indpyr_c,akg_c + trp__L_c --> glu__L_c + indpyr_c,
488,rea,TRPTRS,TRPTRS,id in bigg(mets different),,atp_c + trnatrp_c + trp__L_c --> amp_c + h_c + ppi_c + trptrna_c,atp_c + trnatrp_c + trp__L_c --> amp_c + ppi_c + trptrna_c,
489,rea,TRPt2r,TRPt2r,id in bigg(mets different),,h_e + trp__L_e <=> h_c + trp__L_c,h_e + trp__L_e --> h_c + trp__L_c,
490,rea,TYRTA,TYRTA,id in bigg(mets different),,akg_c + tyr__L_c <=> 34hpp_c + glu__L_c,akg_c + tyr__L_c --> 34hpp_c + glu__L_c,
491,rea,TYRTRS,TYRTRS,id in bigg(mets different),,atp_c + trnatyr_c + tyr__L_c --> amp_c + h_c + ppi_c + tyrtrna_c,atp_c + trnatyr_c + tyr__L_c --> amp_c + ppi_c + tyrtrna_c,
492,rea,TYRt2r,TYRt2r,id in bigg(mets different),,h_e + tyr__L_e <=> h_c + tyr__L_c,h_e + tyr__L_e --> h_c + tyr__L_c,
493,rea,UAAGDS,UAAGDS,id in bigg(mets different),,26dap__M_c + atp_c + uamag_c --> adp_c + h_c + pi_c + ugmd_c,26dap__M_c + atp_c + uamag_c --> adp_c + h_c + pi_c + ugmd_c,
494,rea,UAAGLS1,UAAGLS1,id in bigg(mets different),,atp_c + lys__L_c + uamag_c --> adp_c + 2.0 h_c + pi_c + uAgl_c,atp_c + lys__L_c + uamag_c --> adp_c + h_c + pi_c + uAgl_c,
495,rea,UAGCVT,UAGCVT,id in bigg(mets different),,pep_c + uacgam_c --> pi_c + uaccg_c,pep_c + uacgam_c --> pi_c + uaccg_c,
496,rea,UAGDP,UAGDP,id in bigg(mets different),,acgam1p_c + h_c + utp_c --> ppi_c + uacgam_c,acgam1p_c + h_c + utp_c --> ppi_c + uacgam_c,
497,rea,UAMAGS,UAMAGS,id in bigg(mets different),,atp_c + glu__D_c + uama_c --> adp_c + h_c + pi_c + uamag_c,atp_c + glu__D_c + uama_c --> adp_c + h_c + pi_c + uamag_c,
498,rea,UAMAS,UAMAS,id in bigg(mets different),,ala__L_c + atp_c + uamr_c --> adp_c + h_c + pi_c + uama_c,ala__L_c + atp_c + uamr_c --> adp_c + h_c + pi_c + uama_c,
499,rea,UAPGR,UAPGR,id in bigg(mets different),,h_c + nadph_c + uaccg_c --> nadp_c + uamr_c,h_c + nadph_c + uaccg_c --> nadp_c + uamr_c,
