,type,id_in_tp,id_in_bigg,descripation,old_bigg_ids,feature1,feature2,other
67,rea,ACPS2,ACPS2,id in bigg(mets different),,apoACP_c + coa_c --> acp_c + h_c + pap_c,apoACP_c + coa_c --> acp_c + h_c + pap_c,
68,rea,ACTNdiff,ACTNdiff,id in bigg(mets different),,actn__R_e <=> actn__R_c,actn__R_e --> actn__R_c,
69,rea,ACYP_2,ACYP_2,id in bigg(mets different),,actp_c + h2o_c --> ac_c + h_c + pi_c,actp_c + h2o_c --> ac_c + h_c + pi_c,
70,rea,ACt2r,ACt2r,id in bigg(mets different),,ac_e + h_e <=> ac_c + h_c,ac_e + h_e --> ac_c + h_c,
71,rea,ADCL,ADCL,id in bigg(mets different),,4adcho_c --> 4abz_c + h_c + pyr_c,4adcho_c --> 4abz_c + h_c + pyr_c,
72,rea,ADCS,ADCS,id in bigg(mets different),,chor_c + gln__L_c --> 4adcho_c + glu__L_c,chor_c + gln__L_c --> 4adcho_c + glu__L_c,
73,rea,ADEt2,ADEt2,id in bigg(mets different),,ade_e + h_e <=> ade_c + h_c,ade_e + h_e --> ade_c + h_c,
74,rea,ADK1,ADK1,id in bigg(mets different),,amp_c + atp_c <=> 2.0 adp_c,amp_c + atp_c --> 2.0 adp_c,
75,rea,ADK2,ADK2,id in bigg(mets different),,amp_c + pppi_c <=> adp_c + ppi_c,amp_c + pppi_c --> adp_c + ppi_c,
76,rea,ADNUC,ADNUC,id in bigg(mets different),,adn_c + h2o_c --> ade_c + rib__D_c,adn_c + h2o_c --> ade_c + rib__D_c,
77,rea,ADPDS,ADPDS,id in bigg(mets different),,al26da_c + h2o_c + h_c --> 26dap__LL_c + ac_c,al26da_c + h2o_c + h_c --> 26dap_LL_c + ac_c,
78,rea,ADPRDP,ADPRDP,id in bigg(mets different),,adprib_c + h2o_c --> amp_c + 2.0 h_c + r5p_c,adprib_c + h2o_c --> amp_c + 2.0 h_c + r5p_c,
79,rea,ADPT,ADPT,id in bigg(mets different),,ade_c + prpp_c --> amp_c + ppi_c,ade_c + prpp_c --> amp_c + ppi_c,
80,rea,ADPTA,ADPTA,id in bigg(mets different),,akg_c + al26da_c + h_c <=> acamoxm_c + glu__L_c,akg_c + al26da_c + h_c --> acamoxm_c + glu__L_c,
81,rea,ADSK,ADSK,id in bigg(mets different),,aps_c + atp_c --> adp_c + h_c + paps_c,aps_c + atp_c --> adp_c + h_c + paps_c,
82,rea,ADSS,ADSS,id in bigg(mets different),,asp__L_c + gtp_c + imp_c --> dcamp_c + gdp_c + 2.0 h_c + pi_c,asp__L_c + gtp_c + imp_c --> dcamp_c + gdp_c + 2.0 h_c + pi_c,
83,rea,AEPabc,AEPabc,id in bigg(mets different),,2aeppn_e + atp_c + h2o_c --> 2aeppn_c + adp_c + h_c + pi_c,2aeppn_e + atp_c + h2o_c --> 2aeppn_c + adp_c + h_c + pi_c,
84,rea,AGDC,AGDC,id in bigg(mets different),,acgam6p_c + h2o_c --> ac_c + gam6p_c,acgam6p_c + h2o_c --> ac_c + gam6p_c,
85,rea,AGPR,AGPR,id in bigg(mets different),,acg5sa_c + nadp_c + pi_c <=> acg5p_c + h_c + nadph_c,acg5sa_c + nadp_c + pi_c --> acg5p_c + h_c + nadph_c,
86,rea,AHCYSNS,AHCYSNS,id in bigg(mets different),,ahcys_c + h2o_c --> ade_c + rhcys_c,ahcys_c + h2o_c --> ade_c + rhcys_c,
87,rea,AHMMPS,AHMMPS,id in bigg(mets different),,air_c + h2o_c --> 4ahmmp_c + gcald_c + 0.5 o2_c + pi_c,air_c + 2.0 h_c --> 4ahmmp_c + gcald_c + pi_c,
88,rea,ALAR,ALAR,id in bigg(mets different),,ala__L_c <=> ala__D_c,ala__L_c --> ala__D_c,
89,rea,ALATRS,ALATRS,id in bigg(mets different),,ala__L_c + atp_c + trnaala_c --> alatrna_c + amp_c + h_c + ppi_c,ala__L_c + atp_c + trnaala_c --> alatrna_c + amp_c + ppi_c,
90,rea,ALAt2r,ALAt2r,id in bigg(mets different),,ala__L_e + h_e <=> ala__L_c + h_c,ala__L_e + h_e --> ala__L_c + h_c,
91,rea,ALCD19,ALCD19,id in bigg(mets different),,glyald_c + h_c + nadh_c <=> glyc_c + nad_c,glyald_c + h_c + nadh_c --> glyc_c + nad_c,
92,rea,ALCD2x,ALCD2x,id in bigg(mets different),,etoh_c + nad_c <=> acald_c + h_c + nadh_c,etoh_c + nad_c --> acald_c + h_c + nadh_c,
93,rea,ALDD2x,ALDD2x,id in bigg(mets different),,acald_c + h2o_c + nad_c --> ac_c + 2.0 h_c + nadh_c,acald_c + h2o_c + nad_c --> ac_c + 2.0 h_c + nadh_c,
94,rea,ALKP,ALKP,id in bigg(mets different),,dhap_c + h2o_c --> dha_c + pi_c,dhap_c + h2o_c --> dha_c + pi_c,
95,rea,ALOX,ALOX,id in bigg(mets different),,alac__S_c + h_c + 0.5 o2_c --> co2_c + diact_c + h2o_c,alac__S_c + h_c + 0.5 o2_c --> co2_c + diact_c + h2o_c,
96,rea,AMAA,AMAA,id in bigg(mets different),,acmama_c + h2o_c --> acmam_c + ala__L_c,acmama_c + h2o_c --> acmam_c + ala__L_c,
97,rea,AMANK,AMANK,id in bigg(mets different),,acmana_c + atp_c --> acmanap_c + adp_c + h_c,acmana_c + atp_c --> acmanap_c + adp_c + h_c,
98,rea,ANPRT,ANPRT,id in bigg(mets different),,anth_c + prpp_c --> ppi_c + pran_c,anth_c + prpp_c --> ppi_c + pran_c,
99,rea,ANS,ANS,id in bigg(mets different),,chor_c + gln__L_c --> anth_c + glu__L_c + h_c + pyr_c,chor_c + gln__L_c --> anth_c + glu__L_c + h_c + pyr_c,
100,rea,APAT,APAT,id in bigg(mets different),,accoa_c + h2o_c + thdp_c <=> acamoxm_c + coa_c,atp_m + ppa_m --> ppad_m + ppi_m,
101,rea,ARAB_Lt,ARAB_Lt,id in bigg(mets different),,arab__L_e <=> arab__L_c,arab__L_e --> arab__L_c,
102,rea,ARGSL,ARGSL,id in bigg(mets different),,argsuc_c <=> arg__L_c + fum_c,argsuc_c --> arg__L_c + fum_c,
103,rea,ARGSS,ARGSS,id in bigg(mets different),,asp__L_c + atp_c + citr__L_c --> amp_c + argsuc_c + h_c + ppi_c,asp__L_c + atp_c + citr__L_c --> amp_c + argsuc_c + h_c + ppi_c,
104,rea,ARGTRS,ARGTRS,id in bigg(mets different),,arg__L_c + atp_c + trnaarg_c --> amp_c + argtrna_c + h_c + ppi_c,arg__L_c + atp_c + trnaarg_c --> amp_c + argtrna_c + ppi_c,
105,rea,ARGt2r,ARGt2r,id in bigg(mets different),,arg__L_e + h_e <=> arg__L_c + h_c,arg__L_e + h_e --> arg__L_c + h_c,
106,rea,ASAD,ASAD,id in bigg(mets different),,aspsa_c + nadp_c + pi_c <=> 4pasp_c + h_c + nadph_c,aspsa_c + nadp_c + pi_c --> 4pasp_c + h_c + nadph_c,
107,rea,ASNN,ASNN,id in bigg(mets different),,asn__L_c + h2o_c --> asp__L_c + nh4_c,asn__L_c + h2o_c --> asp__L_c + nh4_c,
108,rea,ASNS1,ASNS1,id in bigg(mets different),,asp__L_c + atp_c + gln__L_c + h2o_c --> amp_c + asn__L_c + glu__L_c + h_c + ppi_c,asp__L_c + atp_c + gln__L_c + h2o_c --> amp_c + asn__L_c + glu__L_c + h_c + ppi_c,
109,rea,ASNS2,ASNS2,id in bigg(mets different),,asp__L_c + atp_c + nh4_c --> amp_c + asn__L_c + h_c + ppi_c,asp__L_c + atp_c + nh4_c --> amp_c + asn__L_c + h_c + ppi_c,
110,rea,ASNTRS,ASNTRS,id in bigg(mets different),,asn__L_c + atp_c + trnaasn_c --> amp_c + asntrna_c + h_c + ppi_c,asn__L_c + atp_c + trnaasn_c --> amp_c + asntrna_c + ppi_c,
111,rea,ASP1DC,ASP1DC,id in bigg(mets different),,asp__L_c + h_c --> ala__B_c + co2_c,asp__L_c + h_c --> ala_B_c + co2_c,
112,rea,ASPCT,ASPCT,id in bigg(mets different),,asp__L_c + cbp_c --> cbasp_c + h_c + pi_c,asp__L_c + cbp_c --> cbasp_c + h_c + pi_c,
113,rea,ASPK,ASPK,id in bigg(mets different),,asp__L_c + atp_c <=> 4pasp_c + adp_c,asp__L_c + atp_c --> 4pasp_c + adp_c,
114,rea,ASPTA2,ASPTA2,id in bigg(mets different),,4hglu_c + akg_c <=> 4h2oxg_c + glu__L_c,4hglu_c + akg_c --> 4h2oxg_c + glu__L_c,
115,rea,ASPTA4,ASPTA4,id in bigg(mets different),,akg_c + cys__L_c + h_c <=> glu__L_c + mercppyr_c,akg_c + cys__L_c + h_c --> glu__L_c + mercppyr_c,
116,rea,ASPTRS,ASPTRS,id in bigg(mets different),,asp__L_c + atp_c + trnaasp_c --> amp_c + asptrna_c + h_c + ppi_c,asp__L_c + atp_c + trnaasp_c --> amp_c + asptrna_c + ppi_c,
117,rea,ASPt6,ASPt6,id in bigg(mets different),,asp__L_e + h_e <=> asp__L_c + h_c,asp__L_e + h_e + k_c + 3.0 na1_e --> asp__L_c + h_c + k_e + 3.0 na1_c,
118,rea,ATPM,ATPM,id in bigg(mets different),,atp_c + h2o_c --> adp_c + h_c + pi_c,atp_c + h2o_c --> adp_c + h_c + pi_c,
119,rea,ATPPRT,ATPPRT,id in bigg(mets different),,atp_c + prpp_c --> ppi_c + prbatp_c,atp_c + prpp_c --> ppi_c + prbatp_c,
120,rea,ATPS3r,ATPS3r,id in bigg(mets different),,adp_c + 3.0 h_e + pi_c <=> atp_c + h2o_c + 2.0 h_c,adp_c + 3.0 h_e + pi_c --> atp_c + h2o_c + 2.0 h_c,
121,rea,BGLA1,BGLA1,id in bigg(mets different),,6pgg_c + h2o_c --> g6p_c + glc__D_c,6pgg_c + h2o_c --> g6p_c + glc__D_c,
122,rea,BTDD_RR,BTDD_RR,id in bigg(mets different),,btd__RR_c + nad_c <=> actn__R_c + h_c + nadh_c,btd_RR_c + nad_c --> actn__R_c + h_c + nadh_c,
123,rea,BTMAT1,BTMAT1,id in bigg(mets different),,2beacp_c + h_c + nadh_c --> butacp_c + nad_c,2beacp_c + h_c + nadh_c --> butacp_c + nad_c,
124,rea,BTNt2i,BTNt2i,id in bigg(mets different),,btn_e + h_e --> btn_c + h_c,btn_e + h_e --> btn_c + h_c,
125,rea,CBPS,CBPS,id in bigg(mets different),,2.0 atp_c + gln__L_c + h2o_c + hco3_c --> 2.0 adp_c + cbp_c + glu__L_c + 2.0 h_c + pi_c,2.0 atp_c + gln__L_c + h2o_c + hco3_c --> 2.0 adp_c + cbp_c + glu__L_c + 2.0 h_c + pi_c,
126,rea,CDPMEK,CDPMEK,id in bigg(mets different),,4c2me_c + atp_c --> 2p4c2me_c + adp_c + h_c,4c2me_c + atp_c --> 2p4c2me_c + adp_c + h_c,
127,rea,CELBpts,CELBpts,id in bigg(mets different),,cellb_e + pep_c --> 6pgg_c + pyr_c,cellb_e + pep_c --> 6pgg_c + pyr_c,
128,rea,CFAS180,CFAS180,id in bigg(mets different),,2cocdacp_c + amet_c --> ahcys_c + cpocdacp_c + h_c,2cocdacp_c + amet_c --> ahcys_c + cpocdacp_c + h_c,
129,rea,CGPT,CGPT,id in bigg(mets different),,cdpglyc_c + unagama_c --> cmp_c + h_c + unagamagp_c,cdpglyc_c + unagama_c --> cmp_c + h_c + unagamagp_c,
130,rea,CHLabc,CHLabc,id in bigg(mets different),,atp_c + chol_e + h2o_c --> adp_c + chol_c + h_c + pi_c,atp_c + chol_e + h2o_c --> adp_c + chol_c + h_c + pi_c,
131,rea,CITL,CITL,id in bigg(mets different),,cit_c --> ac_c + oaa_c,cit_c --> ac_c + oaa_c,
132,rea,CITt2r,CITt2r,id in bigg(mets different),,cit_e + h_e <=> cit_c + h_c,cit_e + h_e --> cit_c + h_c,
133,rea,CMLDC,CMLDC,id in bigg(mets different),,2c25dho_c --> 5odhf2a_c + co2_c + h_c,4cml_c --> 5odhf2a_c + co2_c + h_c,
134,rea,CO2t,CO2t,id in bigg(mets different),,co2_e <=> co2_c,co2_e --> co2_c,
135,rea,CRPT_25,CRPT_25,id in bigg(mets different),,25.0 cdprbtl_c + unagamagp_c --> 25.0 cmp_c + 25.0 h_c + unRTA_c,25.0 cdprbtl_c + unagamagp_c --> 25.0 cmp_c + 25.0 h_c + unRTA_c,
136,rea,CTPS1,CTPS1,id in bigg(mets different),,atp_c + nh4_c + utp_c --> adp_c + ctp_c + 2.0 h_c + pi_c,atp_c + nh4_c + utp_c --> adp_c + ctp_c + 2.0 h_c + pi_c,
137,rea,CTPS2,CTPS2,id in bigg(mets different),,atp_c + gln__L_c + h2o_c + utp_c --> adp_c + ctp_c + glu__L_c + 2.0 h_c + pi_c,atp_c + gln__L_c + h2o_c + utp_c --> adp_c + ctp_c + glu__L_c + 2.0 h_c + pi_c,
138,rea,CYSS,CYSS,id in bigg(mets different),,acser_c + h2s_c --> ac_c + cys__L_c + h_c,acser_c + h2s_c --> ac_c + cys__L_c + h_c,
139,rea,CYSTGL,CYSTGL,id in bigg(mets different),,cysth__L_c + h2o_c --> 2obut_c + cys__L_c + nh4_c,cyst__L_c + h2o_c --> 2obut_c + cys__L_c + nh4_c,
140,rea,CYSTL,CYSTL,id in bigg(mets different),,cysth__L_c + h2o_c --> hcys__L_c + nh4_c + pyr_c,cyst__L_c + h2o_c --> hcys__L_c + nh4_c + pyr_c,
141,rea,CYSTRS,CYSTRS,id in bigg(mets different),,atp_c + cys__L_c + trnacys_c --> amp_c + cystrna_c + h_c + ppi_c,atp_c + cys__L_c + trnacys_c --> amp_c + cystrna_c + ppi_c,
142,rea,CYTB_B2,CYTB_B2,id in bigg(mets different),,2.0 h_c + mql7_c + 0.5 o2_c --> h2o_c + 2.0 h_e + mqn7_c,2.0 h_c + mql7_c + 0.5 o2_c --> h2o_c + 2.0 h_e + mqn7_c,
143,rea,CYTDK1,CYTDK1,id in bigg(mets different),,atp_c + cytd_c --> adp_c + cmp_c + h_c,atp_c + cytd_c --> adp_c + cmp_c + h_c,
144,rea,CYTDK2,CYTDK2,id in bigg(mets different),,cytd_c + gtp_c --> cmp_c + gdp_c + h_c,cytd_c + gtp_c --> cmp_c + gdp_c + h_c,
145,rea,CYTK1,CYTK1,id in bigg(mets different),,atp_c + cmp_c <=> adp_c + cdp_c,atp_c + cmp_c --> adp_c + cdp_c,
146,rea,CYTK2,CYTK2,id in bigg(mets different),,atp_c + dcmp_c <=> adp_c + dcdp_c,atp_c + dcmp_c --> adp_c + dcdp_c,
147,rea,DADNK,DADNK,id in bigg(mets different),,atp_c + dad__2_c --> adp_c + damp_c + h_c,atp_c + dad_2_c --> adp_c + damp_c + h_c,
148,rea,DAPDC,DAPDC,id in bigg(mets different),,26dap__M_c + h_c --> co2_c + lys__L_c,26dap__M_c + h_c --> co2_c + lys__L_c,
149,rea,DAPE,DAPE,id in bigg(mets different),,26dap__LL_c <=> 26dap__M_c,26dap_LL_c --> 26dap__M_c,
150,rea,DB4PS,DB4PS,id in bigg(mets different),,ru5p__D_c --> db4p_c + for_c + h_c,ru5p__D_c --> db4p_c + for_c + h_c,
151,rea,DDGLK,DDGLK,id in bigg(mets different),,2ddglcn_c + atp_c --> 2ddg6p_c + adp_c + h_c,2ddglcn_c + atp_c --> 2ddg6p_c + adp_c + h_c,
152,rea,DDMAT5,DDMAT5,id in bigg(mets different),,2tddacp_c + h_c + nadh_c --> ddeacp_c + nad_c,2tddacp_c + h_c + nadh_c --> ddeacp_c + nad_c,
153,rea,DDPA,DDPA,id in bigg(mets different),,e4p_c + h2o_c + pep_c --> 2dda7p_c + pi_c,e4p_c + h2o_c + pep_c --> 2dda7p_c + pi_c,
154,rea,DEMAT4,DEMAT4,id in bigg(mets different),,2tdeacp_c + h_c + nadh_c --> decacp_c + nad_c,2tdeacp_c + h_c + nadh_c --> decacp_c + nad_c,
155,rea,DGNSK,DGNSK,id in bigg(mets different),,atp_c + dgsn_c --> adp_c + dgmp_c + h_c,atp_c + dgsn_c --> adp_c + dgmp_c + h_c,
156,rea,DHAPT,DHAPT,id in bigg(mets different),,dha_c + pep_c --> dhap_c + pyr_c,dha_c + pep_c --> dhap_c + pyr_c,
157,rea,DHAt,DHAt,id in bigg(mets different),,dha_e <=> dha_c,dha_e --> dha_c,
158,rea,DHDPRy,DHDPRy,id in bigg(mets different),,23dhdp_c + h_c + nadph_c --> nadp_c + thdp_c,23dhdp_c + h_c + nadph_c --> nadp_c + thdp_c,
159,rea,DHDPS,DHDPS,id in bigg(mets different),,aspsa_c + pyr_c --> 23dhdp_c + 2.0 h2o_c + h_c,aspsa_c + pyr_c --> 23dhdp_c + 2.0 h2o_c + h_c,
160,rea,DHFR,DHFR,id in bigg(mets different),,dhf_c + h_c + nadph_c <=> nadp_c + thf_c,dhf_c + h_c + nadph_c --> nadp_c + thf_c,
161,rea,DHFS,DHFS,id in bigg(mets different),,atp_c + dhpt_c + glu__L_c --> adp_c + dhf_c + h_c + pi_c,atp_c + dhpt_c + glu__L_c --> adp_c + dhf_c + h_c + pi_c,
162,rea,DHNPA,DHNPA,id in bigg(mets different),,dhnpt_c --> 2ahhmp_c + gcald_c,dhnpt_c --> 2ahhmp_c + gcald_c + h_c,
163,rea,DHORD6,DHORD6,id in bigg(mets different),,dhor__S_c + nad_c <=> h_c + nadh_c + orot_c,dhor__S_c + nad_c --> h_c + nadh_c + orot_c,
164,rea,DHORTS,DHORTS,id in bigg(mets different),,dhor__S_c + h2o_c <=> cbasp_c + h_c,dhor__S_c + h2o_c --> cbasp_c + h_c,
165,rea,DHPS3,DHPS3,id in bigg(mets different),,2ahhmd_c + 4abz_c --> dhpt_c + ppi_c,6hmhptpp_c + Brfap_c --> dhrfap_c + ppi_c,
166,rea,DINSK,DINSK,id in bigg(mets different),,atp_c + din_c --> adp_c + dimp_c,atp_c + din_c --> adp_c + dimp_c,
167,rea,DMATT,DMATT,id in bigg(mets different),,dmpp_c + ipdp_c --> grdp_c + ppi_c,dmpp_c + ipdp_c --> grdp_c + ppi_c,
168,rea,DNMPPA,DNMPPA,id in bigg(mets different),,dhpmp_c + h2o_c --> dhnpt_c + h_c + pi_c,dhpmp_c + h2o_c --> dhnpt_c + pi_c,
169,rea,DNTPPA,DNTPPA,id in bigg(mets different),,ahdt_c + h2o_c --> dhpmp_c + ppi_c,ahdt_c + h2o_c --> dhpmp_c + h_c + ppi_c,
170,rea,DPCOAK,DPCOAK,id in bigg(mets different),,atp_c + dpcoa_c --> adp_c + coa_c + h_c,atp_c + dpcoa_c --> adp_c + coa_c + h_c,
171,rea,DPMVD,DPMVD,id in bigg(mets different),,5dpmev_c + atp_c --> adp_c + co2_c + ipdp_c + pi_c,5dpmev_c + atp_c --> adp_c + co2_c + ipdp_c + pi_c,
172,rea,DPR,DPR,id in bigg(mets different),,2dhp_c + h_c + nadph_c --> nadp_c + pant__R_c,2dhp_c + h_c + nadph_c --> nadp_c + pant__R_c,
173,rea,DRBK,DRBK,id in bigg(mets different),,atp_c + drib_c --> 2dr5p_c + adp_c + h_c,atp_c + drib_c --> 2dr5p_c + adp_c + h_c,
174,rea,DRIBt2,DRIBt2,id in bigg(mets different),,drib_e + h_e --> drib_c + h_c,drib_e + h_e --> drib_c + h_c,
175,rea,DTMPK,DTMPK,id in bigg(mets different),,atp_c + dtmp_c <=> adp_c + dtdp_c,atp_c + dtmp_c --> adp_c + dtdp_c,
176,rea,DURIK1,DURIK1,id in bigg(mets different),,atp_c + duri_c --> adp_c + dump_c + h_c,atp_c + duri_c --> adp_c + dump_c + h_c,
177,rea,DURIPP,DURIPP,id in bigg(mets different),,duri_c + pi_c <=> 2dr1p_c + ura_c,duri_c + pi_c --> 2dr1p_c + ura_c,
178,rea,DUTPDP,DUTPDP,id in bigg(mets different),,dutp_c + h2o_c --> dump_c + h_c + ppi_c,dutp_c + h2o_c --> dump_c + h_c + ppi_c,
