bigg_id,equaction_string,mets,bounds,original_bigg_ids
EX_cysacmp_e,cysacmp_e --> ,{'cysacmp_e': -1.0},"(0.0, 1000.0)",['EX_cysacmp[e]']
EX_desfvs_e,desfvs_e --> ,{'desfvs_e': -1.0},"(0.0, 1000.0)",['EX_desfvs[e]']
EX_fvstetglu_e,fvstetglu_e --> ,{'fvstetglu_e': -1.0},"(0.0, 1000.0)",['EX_fvstetglu[e]']
EX_glc3meacp_e,glc3meacp_e --> ,{'glc3meacp_e': -1.0},"(0.0, 1000.0)",['EX_glc3meacp[e]']
EX_glz_e,glz_e --> ,{'glz_e': -1.0},"(0.0, 1000.0)",['EX_glz[e]']
EX_ibup__R_e,ibup__R_e --> ,{'ibup__R_e': -1.0},"(0.0, 1000.0)",['EX_ibup_R[e]']
EX_ibup__S_e,ibup__S_e --> ,{'ibup__S_e': -1.0},"(0.0, 1000.0)",['EX_ibup_S[e]']
EX_isolvstacid_e,isolvstacid_e --> ,{'isolvstacid_e': -1.0},"(0.0, 1000.0)",['EX_isolvstacid[e]']
EX_lst4exp_e,lst4exp_e --> ,{'lst4exp_e': -1.0},"(0.0, 1000.0)",['EX_lst4exp[e]']
EX_lstn_e,lstn_e --> ,{'lstn_e': -1.0},"(0.0, 1000.0)",['EX_lstn[e]']
EX_lstnm1_e,lstnm1_e --> ,{'lstnm1_e': -1.0},"(0.0, 1000.0)",['EX_lstnm1[e]']
EX_lstnm4_e,lstnm4_e --> ,{'lstnm4_e': -1.0},"(0.0, 1000.0)",['EX_lstnm4[e]']
EX_lvst_e,lvst_e --> ,{'lvst_e': -1.0},"(0.0, 1000.0)",['EX_lvst[e]']
EX_meracmp_e,meracmp_e --> ,{'meracmp_e': -1.0},"(0.0, 1000.0)",['EX_meracmp[e]']
EX_nfdac_e,nfdac_e --> ,{'nfdac_e': -1.0},"(0.0, 1000.0)",['EX_nfdac[e]']
EX_nfdlac_e,nfdlac_e --> ,{'nfdlac_e': -1.0},"(0.0, 1000.0)",['EX_nfdlac[e]']
EX_thrfvs_e,thrfvs_e --> ,{'thrfvs_e': -1.0},"(0.0, 1000.0)",['EX_thrfvs[e]']
EX_tripvs_e,tripvs_e --> ,{'tripvs_e': -1.0},"(0.0, 1000.0)",['EX_tripvs[e]']
FVSGLUChc,fvs_r + udpglcur_r --> fvsgluc_r + h_r + udp_r,"{'fvs_r': -1.0, 'fvsgluc_r': 1.0, 'h_r': 1.0, 'udp_r': 1.0, 'udpglcur_r': -1.0}","(0.0, 1000.0)",['FVSGLUChc']
FVSTETGLUtev,fvstetglu_c --> fvstetglu_e,"{'fvstetglu_c': -1.0, 'fvstetglu_e': 1.0}","(0.0, 1000.0)",['FVSTETGLUtev']
GLC3MEACPhr,3meacmp_r + ahcys_r + udpglcur_r --> amet_r + glc3meacp_r + udp_r,"{'3meacmp_r': -1.0, 'ahcys_r': -1.0, 'amet_r': 1.0, 'glc3meacp_r': 1.0, 'udp_r': 1.0, 'udpglcur_r': -1.0}","(0.0, 1000.0)",['GLC3MEACPhr']
GLZtd,glz_e --> glz_c,"{'glz_c': 1.0, 'glz_e': -1.0}","(0.0, 1000.0)",['GLZtd']
IBUPGLUCtchep,ibupgluc_e --> ibupgluc_c,"{'ibupgluc_c': 1.0, 'ibupgluc_e': -1.0}","(0.0, 1000.0)",['IBUPGLUCtchep']
IBUP_RCYP2hep,h_r + ibup__R_r + nadph_r + o2_r --> 2hibup__R_r + h2o_r + nadp_r,"{'2hibup__R_r': 1.0, 'h2o_r': 1.0, 'h_r': -1.0, 'ibup__R_r': -1.0, 'nadp_r': 1.0, 'nadph_r': -1.0, 'o2_r': -1.0}","(0.0, 1000.0)",['IBUP_RCYP2hep']
IBUP_SCYP2hep,h_r + ibup__S_r + nadph_r + o2_r --> 2hibup__S_r + h2o_r + nadp_r,"{'2hibup__S_r': 1.0, 'h2o_r': 1.0, 'h_r': -1.0, 'ibup__S_r': -1.0, 'nadp_r': 1.0, 'nadph_r': -1.0, 'o2_r': -1.0}","(0.0, 1000.0)",['IBUP_SCYP2hep']
IBUP_SCYP3hep,h_r + ibup__S_r + nadph_r + o2_r --> 3hibup__S_r + h2o_r + nadp_r,"{'3hibup__S_r': 1.0, 'h2o_r': 1.0, 'h_r': -1.0, 'ibup__S_r': -1.0, 'nadp_r': 1.0, 'nadph_r': -1.0, 'o2_r': -1.0}","(0.0, 1000.0)",['IBUP_SCYP3hep']
LST4EXPthc,cl_c + lst4exp_e --> cl_e + lst4exp_c,"{'cl_c': -1.0, 'cl_e': 1.0, 'lst4exp_c': 1.0, 'lst4exp_e': -1.0}","(0.0, 1000.0)",['LST4EXPthc']
LSTNtu,atp_c + h2o_c + lstn_c --> adp_c + h_c + lstn_e + pi_c,"{'adp_c': 1.0, 'atp_c': -1.0, 'h2o_c': -1.0, 'h_c': 1.0, 'lstn_c': -1.0, 'lstn_e': 1.0, 'pi_c': 1.0}","(0.0, 1000.0)",['LSTNtu']
LSTNM5tev,lstnm5_c --> lstnm5_e,"{'lstnm5_c': -1.0, 'lstnm5_e': 1.0}","(0.0, 1000.0)",['LSTNM5tev']
LSTNM7thc,cl_c + lstnm7_e --> cl_e + lstnm7_c,"{'cl_c': -1.0, 'cl_e': 1.0, 'lstnm7_c': 1.0, 'lstnm7_e': -1.0}","(0.0, 1000.0)",['LSTNM7thc']
LSTNRATt,cl_c + lstn_e --> cl_e + lstn_c,"{'cl_c': -1.0, 'cl_e': 1.0, 'lstn_c': 1.0, 'lstn_e': -1.0}","(0.0, 1000.0)",['LSTNRATt']
LVSTACIDtu,atp_c + h2o_c + lvstacid_c --> adp_c + h_c + lvstacid_e + pi_c,"{'adp_c': 1.0, 'atp_c': -1.0, 'h2o_c': -1.0, 'h_c': 1.0, 'lvstacid_c': -1.0, 'lvstacid_e': 1.0, 'pi_c': 1.0}","(0.0, 1000.0)",['LVSTACIDtu']
LVSTOXD3Hhep,h_r + lvst_r + nadph_r + o2_r --> 3hlvst_r + h2o_r + nadp_r,"{'3hlvst_r': 1.0, 'h2o_r': 1.0, 'h_r': -1.0, 'lvst_r': -1.0, 'nadp_r': 1.0, 'nadph_r': -1.0, 'o2_r': -1.0}","(0.0, 1000.0)",['LVSTOXD3Hhep']
LVSTPGPtu,atp_c + h2o_c + lvst_c --> adp_c + h_c + lvst_e + pi_c,"{'adp_c': 1.0, 'atp_c': -1.0, 'h2o_c': -1.0, 'h_c': 1.0, 'lvst_c': -1.0, 'lvst_e': 1.0, 'pi_c': 1.0}","(0.0, 1000.0)",['LVSTPGPtu']
MHGLZABCt,atp_c + h2o_c + mhglz_c --> adp_c + h_c + mhglz_e + pi_c,"{'adp_c': 1.0, 'atp_c': -1.0, 'h2o_c': -1.0, 'h_c': 1.0, 'mhglz_c': -1.0, 'mhglz_e': 1.0, 'pi_c': 1.0}","(0.0, 1000.0)",['MHGLZABCt']
MHGLZtev,mhglz_c --> mhglz_e,"{'mhglz_c': -1.0, 'mhglz_e': 1.0}","(0.0, 1000.0)",['MHGLZtev']
NFDNPYtep,nfdnpy_c --> nfdnpy_e,"{'nfdnpy_c': -1.0, 'nfdnpy_e': 1.0}","(0.0, 1000.0)",['NFDNPYtep']
OXYP1CONJ,oxyp_c + udprib_c --> h_c + oxy1rb_c + udp_c,"{'h_c': 1.0, 'oxy1rb_c': 1.0, 'oxyp_c': -1.0, 'udp_c': 1.0, 'udprib_c': -1.0}","(0.0, 1000.0)",['OXYP1CONJ']
OXYPR7tehv,oxy7rb_c --> oxy7rb_e,"{'oxy7rb_c': -1.0, 'oxy7rb_e': 1.0}","(0.0, 1000.0)",['OXYPR7tehv']
OXYPthc,oxyp_e --> oxyp_c,"{'oxyp_c': 1.0, 'oxyp_e': -1.0}","(0.0, 1000.0)",['OXYPthc']
PROFVSCOAhc,4.0 coa_x + fvscoa_x + 4.0 nad_x + nadph_x + 2.0 o2_x --> 4.0 accoa_x + 2.0 h2o2_x + 2.0 h2o_x + 4.0 h_x + 4.0 nadh_x + nadp_x + profvscoa_x,"{'accoa_x': 4.0, 'coa_x': -4.0, 'fvscoa_x': -1.0, 'h2o2_x': 2.0, 'h2o_x': 2.0, 'h_x': 4.0, 'nad_x': -4.0, 'nadh_x': 4.0, 'nadp_x': 1.0, 'nadph_x': -1.0, 'o2_x': -2.0, 'profvscoa_x': 1.0}","(0.0, 1000.0)",['PROFVSCOAhc']
PROFVStev,profvs_c --> profvs_e,"{'profvs_c': -1.0, 'profvs_e': 1.0}","(0.0, 1000.0)",['PROFVStev']
PTVSTATPtu,atp_c + h2o_c + ptvst_c --> adp_c + h_c + pi_c + ptvst_e,"{'adp_c': 1.0, 'atp_c': -1.0, 'h2o_c': -1.0, 'h_c': 1.0, 'pi_c': 1.0, 'ptvst_c': -1.0, 'ptvst_e': 1.0}","(0.0, 1000.0)",['PTVSTATPtu']
PTVSTLAChc,ptvstgluc_r --> 2.0 glcur_r + ptvstlac_r,"{'glcur_r': 2.0, 'ptvstgluc_r': -1.0, 'ptvstlac_r': 1.0}","(0.0, 1000.0)",['PTVSTLAChc']
PVSATPtu,atp_c + h2o_c + pvs_c --> adp_c + h_c + pi_c + pvs_e,"{'adp_c': 1.0, 'atp_c': -1.0, 'h2o_c': -1.0, 'h_c': 1.0, 'pi_c': 1.0, 'pvs_c': -1.0, 'pvs_e': 1.0}","(0.0, 1000.0)",['PVSATPtu']
PVSGLUChc,pvs_r + udpglcur_r --> h_r + pvsgluc_r + udp_r,"{'h_r': 1.0, 'pvs_r': -1.0, 'pvsgluc_r': 1.0, 'udp_r': 1.0, 'udpglcur_r': -1.0}","(0.0, 1000.0)",['PVSGLUChc']
PVSGLUCteb,atp_c + h2o_c + pvsgluc_c --> adp_c + h_c + pi_c + pvsgluc_e,"{'adp_c': 1.0, 'atp_c': -1.0, 'h2o_c': -1.0, 'h_c': 1.0, 'pi_c': 1.0, 'pvsgluc_c': -1.0, 'pvsgluc_e': 1.0}","(0.0, 1000.0)",['PVSGLUCteb']
PVSGLUCtev,pvsgluc_c --> pvsgluc_e,"{'pvsgluc_c': -1.0, 'pvsgluc_e': 1.0}","(0.0, 1000.0)",['PVSGLUCtev']
PVSOATPtu,hco3_c + pvs_e --> hco3_e + pvs_c,"{'hco3_c': -1.0, 'hco3_e': 1.0, 'pvs_c': 1.0, 'pvs_e': -1.0}","(0.0, 1000.0)",['PVSOATPtu']
RSVLAChv,rsvgluc_r --> 2.0 glcur_r + rsvlac_r,"{'glcur_r': 2.0, 'rsvgluc_r': -1.0, 'rsvlac_r': 1.0}","(0.0, 1000.0)",['RSVLAChv']
RSVtev,rsv_c --> rsv_e,"{'rsv_c': -1.0, 'rsv_e': 1.0}","(0.0, 1000.0)",['RSVtev']
RSVtu,hco3_c + rsv_e --> hco3_e + rsv_c,"{'hco3_c': -1.0, 'hco3_e': 1.0, 'rsv_c': 1.0, 'rsv_e': -1.0}","(0.0, 1000.0)",['RSVtu']
SMVACIDhep,h2o_r + simvgluc_r --> glcur_r + h_r + smvacid_r,"{'glcur_r': 1.0, 'h2o_r': -1.0, 'h_r': 1.0, 'simvgluc_r': -1.0, 'smvacid_r': 1.0}","(0.0, 1000.0)",['SMVACIDhep']
SMVHYDROhep,h2o_c + smv_c --> h_c + smvacid_c,"{'h2o_c': -1.0, 'h_c': 1.0, 'smv_c': -1.0, 'smvacid_c': 1.0}","(0.0, 1000.0)",['SMVHYDROhep']
SMVtv,smv_e --> smv_c,"{'smv_c': 1.0, 'smv_e': -1.0}","(0.0, 1000.0)",['SMVtv']
TACRDtsc,tacr_e --> tacr_c,"{'tacr_c': 1.0, 'tacr_e': -1.0}","(0.0, 1000.0)",['TACRDtsc']
TAURIBUP_Sthv,tauribup__S_c --> tauribup__S_e,"{'tauribup__S_c': -1.0, 'tauribup__S_e': 1.0}","(0.0, 1000.0)",['TAURIBUP_Sthv']
THRFVStev,thrfvs_c --> thrfvs_e,"{'thrfvs_c': -1.0, 'thrfvs_e': 1.0}","(0.0, 1000.0)",['THRFVStev']
TMDM3hr,h_r + nadph_r + o2_r + tmd_r --> h2o_r + nadp_r + tmdm3_r,"{'h2o_r': 1.0, 'h_r': -1.0, 'nadp_r': 1.0, 'nadph_r': -1.0, 'o2_r': -1.0, 'tmd_r': -1.0, 'tmdm3_r': 1.0}","(0.0, 1000.0)",['TMDM3hr']
TMDM5hr,o2_r + tmdm1_r --> h2o_r + h_r + tmdm5_r,"{'h2o_r': 1.0, 'h_r': 1.0, 'o2_r': -1.0, 'tmdm1_r': -1.0, 'tmdm5_r': 1.0}","(0.0, 1000.0)",['TMDM5hr']
TRIPVSteb,atp_c + h2o_c + tripvs_c --> adp_c + h_c + pi_c + tripvs_e,"{'adp_c': 1.0, 'atp_c': -1.0, 'h2o_c': -1.0, 'h_c': 1.0, 'pi_c': 1.0, 'tripvs_c': -1.0, 'tripvs_e': 1.0}","(0.0, 1000.0)",['TRIPVSteb']
2HIBUP_Sitr,2hibup__S_r --> 2hibup__S_c,"{'2hibup__S_c': 1.0, '2hibup__S_r': -1.0}","(0.0, 1000.0)",['2HIBUP_Sitr']
35DHPVSitr,35dhpvs_r --> 35dhpvs_c,"{'35dhpvs_c': 1.0, '35dhpvs_r': -1.0}","(0.0, 1000.0)",['35DHPVSitr']
3HIBUPGLUC_Sitr,3hibupglu__S_r --> 3hibupglu__S_c,"{'3hibupglu__S_c': 1.0, '3hibupglu__S_r': -1.0}","(0.0, 1000.0)",['3HIBUPGLUC_Sitr']
3HSMVitr,3hsmv_r --> 3hsmv_c,"{'3hsmv_c': 1.0, '3hsmv_r': -1.0}","(0.0, 1000.0)",['3HSMVitr']
3OHACMPitr,3ohacmp_c --> 3ohacmp_r,"{'3ohacmp_c': -1.0, '3ohacmp_r': 1.0}","(0.0, 1000.0)",['3OHACMPitr']
4HATVLACitr,4hatvlac_r --> 4hatvlac_c,"{'4hatvlac_c': 1.0, '4hatvlac_r': -1.0}","(0.0, 1000.0)",['4HATVLACitr']
4OHMDZitr,4ohmdz_r --> 4ohmdz_c,"{'4ohmdz_c': 1.0, '4ohmdz_r': -1.0}","(0.0, 1000.0)",['4OHMDZitr']
56DHPVSitr,56dhpvs_r --> 56dhpvs_c,"{'56dhpvs_c': 1.0, '56dhpvs_r': -1.0}","(0.0, 1000.0)",['56DHPVSitr']
56EPPVSitr,56eppvs_r --> 56eppvs_c,"{'56eppvs_c': 1.0, '56eppvs_r': -1.0}","(0.0, 1000.0)",['56EPPVSitr']
6BHGLZGLCitr,6bhglzglc_r --> 6bhglzglc_c,"{'6bhglzglc_c': 1.0, '6bhglzglc_r': -1.0}","(0.0, 1000.0)",['6BHGLZGLCitr']
6CSMVitr,6csmv_c --> 6csmv_r,"{'6csmv_c': -1.0, '6csmv_r': 1.0}","(0.0, 1000.0)",['6CSMVitr']
6HSMVitr,6hsmv_r --> 6hsmv_c,"{'6hsmv_c': 1.0, '6hsmv_r': -1.0}","(0.0, 1000.0)",['6HSMVitr']
6MELVACIDitr,6melvacid_r --> 6melvacid_c,"{'6melvacid_c': 1.0, '6melvacid_r': -1.0}","(0.0, 1000.0)",['6MELVACIDitr']
6OHFVSitr,6ohfvs_c --> 6ohfvs_r,"{'6ohfvs_c': -1.0, '6ohfvs_r': 1.0}","(0.0, 1000.0)",['6OHFVSitr']
ACMPGLUitr,acmpglu_r --> acmpglu_c,"{'acmpglu_c': 1.0, 'acmpglu_r': -1.0}","(0.0, 1000.0)",['ACMPGLUitr']
AM19CSitr,am19cs_r --> am19cs_c,"{'am19cs_c': 1.0, 'am19cs_r': -1.0}","(0.0, 1000.0)",['AM19CSitr']
AM1ACSitr,am1acs_r --> am1acs_c,"{'am1acs_c': 1.0, 'am1acs_r': -1.0}","(0.0, 1000.0)",['AM1ACSitr']
AM4NCSitr,am4ncs_c --> am4ncs_r,"{'am4ncs_c': -1.0, 'am4ncs_r': 1.0}","(0.0, 1000.0)",['AM4NCSitr']
CRGLZitr,crglz_r --> crglz_c,"{'crglz_c': 1.0, 'crglz_r': -1.0}","(0.0, 1000.0)",['CRGLZitr']
CSAitr,csa_c --> csa_r,"{'csa_c': -1.0, 'csa_r': 1.0}","(0.0, 1000.0)",['CSAitr']
DEOXFVSitx,deoxfvs_c --> deoxfvs_x,"{'deoxfvs_c': -1.0, 'deoxfvs_x': 1.0}","(0.0, 1000.0)",['DEOXFVSitx']
DESFVSitr,desfvs_c --> desfvs_r,"{'desfvs_c': -1.0, 'desfvs_r': 1.0}","(0.0, 1000.0)",['DESFVSitr']
DSPVSitr,dspvs_r --> dspvs_c,"{'dspvs_c': 1.0, 'dspvs_r': -1.0}","(0.0, 1000.0)",['DSPVSitr']
FVSTETitr,fvstet_c --> fvstet_r,"{'fvstet_c': -1.0, 'fvstet_r': 1.0}","(0.0, 1000.0)",['FVSTETitr']
IBUP_Ritr,ibup__R_c --> ibup__R_r,"{'ibup__R_c': -1.0, 'ibup__R_r': 1.0}","(0.0, 1000.0)",['IBUP_Ritr']
LSTNM7itr,lstnm7_r --> lstnm7_c,"{'lstnm7_c': 1.0, 'lstnm7_r': -1.0}","(0.0, 1000.0)",['LSTNM7itr']
EX_lvstacid_e,lvstacid_e --> ,{'lvstacid_e': -1.0},"(0.0, 1000.0)",['EX_lvstacid[e]']
PTVSTM3itr,ptvstm3_c --> ptvstm3_r,"{'ptvstm3_c': -1.0, 'ptvstm3_r': 1.0}","(0.0, 1000.0)",['PTVSTM3itr']
RSVLACitr,rsvlac_c --> rsvlac_r,"{'rsvlac_c': -1.0, 'rsvlac_r': 1.0}","(0.0, 1000.0)",['RSVLACitr']
TACRitr,tacr_c --> tacr_r,"{'tacr_c': -1.0, 'tacr_r': 1.0}","(0.0, 1000.0)",['TACRitr']
TMDitr,tmd_c --> tmd_r,"{'tmd_c': -1.0, 'tmd_r': 1.0}","(0.0, 1000.0)",['TMDitr']
TMDM5itr,tmdm5_c --> tmdm5_r,"{'tmdm5_c': -1.0, 'tmdm5_r': 1.0}","(0.0, 1000.0)",['TMDM5itr']
3HPVSCOAhc,3hpvs_c + atp_c + coa_c --> 3hpvscoa_c + amp_c + ppi_c,"{'3hpvs_c': -1.0, '3hpvscoa_c': 1.0, 'amp_c': 1.0, 'atp_c': -1.0, 'coa_c': -1.0, 'ppi_c': 1.0}","(0.0, 1000.0)",['3HPVSCOAhc']
TMACMPhr,amet_r + h_r + nadph_r + napqi_r + o2_r + paps_r --> ahcys_r + h2o_r + nadp_r + pap_r + tmacmp_r,"{'ahcys_r': 1.0, 'amet_r': -1.0, 'h2o_r': 1.0, 'h_r': -1.0, 'nadp_r': 1.0, 'nadph_r': -1.0, 'napqi_r': -1.0, 'o2_r': -1.0, 'pap_r': 1.0, 'paps_r': -1.0, 'tmacmp_r': 1.0}","(0.0, 1000.0)",['TMACMPhr']
1OHMDZitr,1ohmdz_r --> 1ohmdz_c,"{'1ohmdz_c': 1.0, '1ohmdz_r': -1.0}","(0.0, 1000.0)",['1OHMDZitr']
NAPQIhr,acmp_r + h_r + nadph_r + o2_r --> h2o_r + nadp_r + napqi_r,"{'acmp_r': -1.0, 'h2o_r': 1.0, 'h_r': -1.0, 'nadp_r': 1.0, 'nadph_r': -1.0, 'napqi_r': 1.0, 'o2_r': -1.0}","(0.0, 1000.0)",['NAPQIhr']
GLYitr,gly_r --> gly_c,"{'gly_c': 1.0, 'gly_r': -1.0}","(0.0, 1000.0)",['GLYitr']
SMVitr,smv_c --> smv_r,"{'smv_c': -1.0, 'smv_r': 1.0}","(0.0, 1000.0)",['SMVitr']
MHGLZitr,mhglz_r --> mhglz_c,"{'mhglz_c': 1.0, 'mhglz_r': -1.0}","(0.0, 1000.0)",['MHGLZitr']
RSVitr,rsv_c --> rsv_r,"{'rsv_c': -1.0, 'rsv_r': 1.0}","(0.0, 1000.0)",['RSVitr']
TRIPVSitr,tripvs_r --> tripvs_c,"{'tripvs_c': 1.0, 'tripvs_r': -1.0}","(0.0, 1000.0)",['TRIPVSitr']
PTVSTitr,ptvst_c --> ptvst_r,"{'ptvst_c': -1.0, 'ptvst_r': 1.0}","(0.0, 1000.0)",['PTVSTitr']
1A25HVITD2tm,1a25dhvitd2_m --> 1a25dhvitd2_c,"{'1a25dhvitd2_c': 1.0, '1a25dhvitd2_m': -1.0}","(0.0, 1000.0)",['1A25HVITD2tm']
EX_M01807_e,M01807_e --> ,{'M01807_e': -1.0},"(0.0, 1000.0)",['EX_M01807[e]']
EX_M01820_e,M01820_e --> ,{'M01820_e': -1.0},"(0.0, 1000.0)",['EX_M01820[e]']
EX_M00010_e,M00010_e --> ,{'M00010_e': -1.0},"(0.0, 1000.0)",['EX_M00010[e]']
EX_M00260_e,M00260_e --> ,{'M00260_e': -1.0},"(0.0, 1000.0)",['EX_M00260[e]']
EX_M00315_e,M00315_e --> ,{'M00315_e': -1.0},"(0.0, 1000.0)",['EX_M00315[e]']
EX_M00341_e,M00341_e --> ,{'M00341_e': -1.0},"(0.0, 1000.0)",['EX_M00341[e]']
EX_M01197_e,M01197_e --> ,{'M01197_e': -1.0},"(0.0, 1000.0)",['EX_M01197[e]']
EX_M01207_e,M01207_e --> ,{'M01207_e': -1.0},"(0.0, 1000.0)",['EX_M01207[e]']
EX_M01235_e,M01235_e --> ,{'M01235_e': -1.0},"(0.0, 1000.0)",['EX_M01235[e]']
EX_M01238_e,M01238_e --> ,{'M01238_e': -1.0},"(0.0, 1000.0)",['EX_M01238[e]']
EX_M02053_e,M02053_e --> ,{'M02053_e': -1.0},"(0.0, 1000.0)",['EX_M02053[e]']
EX_M02457_e,M02457_e --> ,{'M02457_e': -1.0},"(0.0, 1000.0)",['EX_M02457[e]']
EX_M02745_e,M02745_e --> ,{'M02745_e': -1.0},"(0.0, 1000.0)",['EX_M02745[e]']
EX_M03051_e,M03051_e --> ,{'M03051_e': -1.0},"(0.0, 1000.0)",['EX_M03051[e]']
EX_M02108_e,M02108_e --> ,{'M02108_e': -1.0},"(0.0, 1000.0)",['EX_M02108[e]']
EX_M03134_e,M03134_e --> ,{'M03134_e': -1.0},"(0.0, 1000.0)",['EX_M03134[e]']
EX_hnifedipine_e,hnifedipine_e --> ,{'hnifedipine_e': -1.0},"(0.0, 1000.0)",['EX_hnifedipine[e]']
EX_rbl__D_e,rbl__D_e --> ,{'rbl__D_e': -1.0},"(0.0, 1000.0)",['EX_rbl_D[e]']
EX_M01989_e,M01989_e --> ,{'M01989_e': -1.0},"(0.0, 1000.0)",['EX_M01989[e]']
EX_M02837_e,M02837_e --> ,{'M02837_e': -1.0},"(0.0, 1000.0)",['EX_M02837[e]']
EX_hretn_e,hretn_e --> ,{'hretn_e': -1.0},"(0.0, 1000.0)",['EX_hretn[e]']
SK_his__L_c,his__L_c --> ,{'his__L_c': -1.0},"(0.0, 1000.0)",['sink_his_L[c]']
SK_leu__L_c,leu__L_c --> ,{'leu__L_c': -1.0},"(0.0, 1000.0)",['sink_leu_L[c]']
SK_met__L_c,met__L_c --> ,{'met__L_c': -1.0},"(0.0, 1000.0)",['sink_met_L[c]']
SK_thr__L_c,thr__L_c --> ,{'thr__L_c': -1.0},"(0.0, 1000.0)",['sink_thr_L[c]']
SK_val__L_c,val__L_c --> ,{'val__L_c': -1.0},"(0.0, 1000.0)",['sink_val_L[c]']
SK_ala__L_c,ala__L_c --> ,{'ala__L_c': -1.0},"(0.0, 1000.0)",['sink_ala_L[c]']
SK_cys__L_c,cys__L_c --> ,{'cys__L_c': -1.0},"(0.0, 1000.0)",['sink_cys_L[c]']
SK_glu__L_c,glu__L_c --> ,{'glu__L_c': -1.0},"(0.0, 1000.0)",['sink_glu_L[c]']
SK_tyr__L_c,tyr__L_c --> ,{'tyr__L_c': -1.0},"(0.0, 1000.0)",['sink_tyr_L[c]']
DM_CE5026_c,CE5026_c --> ,{'CE5026_c': -1.0},"(0.0, 1000.0)",['DM_CE5026[c]']
DM_ind56qn_c,ind56qn_c --> ,{'ind56qn_c': -1.0},"(0.0, 1000.0)",['DM_ind56qn[c]']
DM_1a2425thvitd2_m,1a2425thvitd2_m --> ,{'1a2425thvitd2_m': -1.0},"(0.0, 1000.0)",['DM_1a2425thvitd2[m]']
DM_btn_n,btn_n --> ,{'btn_n': -1.0},"(0.0, 1000.0)",['DM_btn[n]']
CYOOm3i,4.0 focytC_m + 7.92 h_m + o2_m --> 4.0 ficytC_m + 1.96 h2o_m + 4.0 h_i + 0.02 o2s_m,"{'ficytC_m': 4.0, 'focytC_m': -4.0, 'h2o_m': 1.96, 'h_i': 4.0, 'h_m': -7.92, 'o2_m': -1.0, 'o2s_m': 0.02}","(0.0, 1000.0)",['CYOOm3i']
DM_mththf_c,mththf_c --> ,{'mththf_c': -1.0},"(0.0, 1000.0)","['DM_MTHTHF', 'DM_mththf_c']"
